sample	hotspring	hotspring_common_name	region	broad_region	broad_region_short	in_yellowstone	latitude	longitude	date	year	datetime	sequencing_batch	pH	temperature	conductivity	temperature_regime	type	is_hotspring	sequencing_platform	metagenome_SRR	metagenome_SAMN	mean_quality_R1	mean_quality_R2	raw_Nsequences	filtered_Nsequences	metagenome2MAG_read_recruitment_rate	hotspring.year	max_concurrent_hotspring_temperature	max_hotspring_temperature
AY06.3.1	AY06		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.480243	-110.85099	2023.08.28	2023	2023.08.29 07:51	2	8.95	86.00	2.2	80_100	crust	yes	Illumina NovaSeq X Plus	SRR32674952	SAMN47273914	36.106	37.43	60045524	47656965	0.325585	AY06.2023	86	90.1
AY06.3.2	AY06		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.480191	-110.85112	2023.08.28	2023	2023.08.29 07:56	2	9.06	78.70	2.1	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674951	SAMN47273915	35.852	36.665	34305780	23030408	0.105555	AY06.2023	86	90.1
AY06.3.3	AY06		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.480181	-110.8509	2023.08.28	2023	2023.08.29 08:06	2	9.24	40.30	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674949	SAMN47273916	36.248	36.584	38740692	26790253	0.06154	AY06.2023	86	90.1
AY06.3.4	AY06		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.479986	-110.85099	2023.08.28	2023	2023.08.29 08:16	2	9.31	32.00	2.21	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674948	SAMN47273917	35.917	36.379	28765224	19052556	0.08278	AY06.2023	86	90.1
AY06.3.5	AY06		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.479924	-110.85107	2023.08.28	2023	2023.08.29 08:25	2	9.26	39.40	2.24	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674947	SAMN47273918	36.091	36.504	40512496	27924678	0.0566	AY06.2023	86	90.1
AY06.3.6	AY06		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.479944	-110.85101	2023.08.28	2023	2023.08.29 08:42	2	9.73	9.20	NA	below_30	mat	yes	Illumina NovaSeq X Plus	SRR32674946	SAMN47273919	35.974	36.837	34179615	25132599	0.10211	AY06.2023	86	90.1
AY06.3.7	AY06		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.479892	-110.85108	2023.08.28	2023	2023.08.29 08:50	2	9.49	25.40	NA	below_30	mat	yes	Illumina NovaSeq X Plus	SRR32674945	SAMN47273920	35.736	37.096	33305363	24168327	0.0633	AY06.2023	86	90.1
AY07.3.1	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.538678	-110.79793	2023.08.30	2023	2023.08.30 08:58	2	7.77	62.40	1.602	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674944	SAMN47273921	36.111	36.414	31492712	21554881	0.12072	AY07.2023	63.5	67.4
AY07.3.2	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.538655	-110.79803	2023.08.30	2023	2023.08.30 09:05	2	7.69	63.10	1.607	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674943	SAMN47273922	36.184	36.644	45422422	32005284	0.108355	AY07.2023	63.5	67.4
AY07.3.3	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.538636	-110.79807	2023.08.30	2023	2023.08.30 09:11	2	7.69	62.20	1.612	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674942	SAMN47273923	36.408	36.384	37162231	25417042	0.13603	AY07.2023	63.5	67.4
AY07.3.4	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.53878	-110.79805	2023.08.30	2023	2023.08.30 09:19	2	7.69	61.90	1.621	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674941	SAMN47273924	35.563	37.005	44573924	30543157	0.12432	AY07.2023	63.5	67.4
AY07.3.5	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.538751	-110.79799	2023.08.30	2023	2023.08.30 09:28	2	7.69	62.40	1.613	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674940	SAMN47273925	35.973	36.248	38471570	26131240	0.095945	AY07.2023	63.5	67.4
AY07.3.6	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.538745	-110.79784	2023.08.30	2023	2023.08.30 09:37	2	7.68	62.70	1.62	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674938	SAMN47273926	36.168	36.054	29964077	20511319	0.09288	AY07.2023	63.5	67.4
AY07.3.7	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.538672	-110.79786	2023.08.30	2023	2023.08.30 09:46	2	7.69	63.00	1.619	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674937	SAMN47273927	36.279	35.698	45827263	32143381	0.13479	AY07.2023	63.5	67.4
AY07.3.8	AY07	Mushroom Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.538706	-110.79784	2023.08.30	2023	2023.08.30 09:55	2	7.67	63.50	1.612	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674791	SAMN47273928	36.257	36.23	40502331	26940920	0.09878	AY07.2023	63.5	67.4
AY08.3.1	AY08	Octopus Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.534094	-110.79788	2023.08.30	2023	2023.08.30 07:23	2	7.98	90.80	1.722	80_100	sediment	yes	Illumina NovaSeq X Plus	SRR32674790	SAMN47273929	36.044	37.294	62570889	48622839	0.138715	AY08.2023	90.8	92.3
AY08.3.2	AY08	Octopus Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.534062	-110.79801	2023.08.30	2023	2023.08.30 07:28	2	8.36	70.00	1.73	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674789	SAMN47273930	36.167	36.368	29511498	20401553	0.093205	AY08.2023	90.8	92.3
AY08.3.3	AY08	Octopus Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.534089	-110.79809	2023.08.30	2023	2023.08.30 07:37	2	8.2	70.60	NA	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674788	SAMN47273931	36.197	36.402	35775323	25026646	0.07531	AY08.2023	90.8	92.3
AY08.3.4	AY08	Octopus Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.53403	-110.79781	2023.08.30	2023	2023.08.30 07:47	2	8.19	71.80	NA	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674787	SAMN47273932	36.092	36.32	30038924	20330605	0.08112	AY08.2023	90.8	92.3
AY08.3.5	AY08	Octopus Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.534017	-110.79785	2023.08.30	2023	2023.08.30 07:53	2	8.21	71.50	1.719	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674786	SAMN47273933	36.198	36.743	41355503	29925532	0.07546	AY08.2023	90.8	92.3
AY08.3.6	AY08	Octopus Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.533982	-110.79791	2023.08.30	2023	2023.08.30 08:03	2	8.26	62.00	1.721	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674785	SAMN47273934	36.3	36.689	46031624	32330969	0.111435	AY08.2023	90.8	92.3
AY08.3.7	AY08	Octopus Spring	Yellowstone National Park	Yellowstone National Park	YEL	yes	44.534026	-110.79797	2023.08.30	2023	2023.08.30 08:08	2	8.24	62.80	1.723	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674784	SAMN47273935	36.154	36.236	37298325	24980641	0.092565	AY08.2023	90.8	92.3
AY10.3.1	AY10		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521332	-110.81119	2023.08.28	2023	2023.08.28 17:33	2	3.14	88.80	0.3076	80_100	mud	yes	Illumina NovaSeq X Plus	SRR32674782	SAMN47273937	35.978	37.655	68897372	56789540	0.597195	AY10.2023	88.8	88.8
AY11.3.1	AY11		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521314	-110.81092	2023.08.29	2023	2023.08.29 15:42	2	3.41	84.40	NA	80_100	mud	yes	Illumina NovaSeq X Plus	SRR32674781	SAMN47273938	36.142	36.788	34382864	25411075	0.46593	AY11.2023	84.4	84.4
AY11.3.2	AY11		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.52146	-110.81093	2023.08.29	2023	2023.08.29 15:48	2	4.7	48.50	0.2759	30_50	mud	yes	Illumina NovaSeq X Plus	SRR32674780	SAMN47273939	36.071	36.313	32722198	22677113	0.3221	AY11.2023	84.4	84.4
AY11.3.3	AY11		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521446	-110.81085	2023.08.29	2023	2023.08.29 16:08	2	3.94	79.90	0.1366	70_80	mud	yes	Illumina NovaSeq X Plus	SRR32674779	SAMN47273940	35.795	37.276	34593759	26798033	0.39571	AY11.2023	84.4	84.4
AY11.3.4	AY11		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521463	-110.8108	2023.08.29	2023	2023.08.29 16:17	2	3.61	33.90	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674778	SAMN47273941	36.03	36.876	29172548	21234810	0.11491	AY11.2023	84.4	84.4
AY11.3.5	AY11		Yellowstone National Park	Yellowstone National Park	YEL	yes	44.521468	-110.81076	2023.08.29	2023	2023.08.29 16:25	2	3.65	47.50	0.2976	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674777	SAMN47273942	36.033	35.784	34489995	25710867	0.29994	AY11.2023	84.4	84.4
LB01.3.1	LB01	Buffalo Valley Hot Springs	Buffalo Valley	Great Basin Desert	GBD	no	40.365773	-117.32642	2023.08.05	2023	2023.08.05 15:23	2	6.78	63.90	1.644	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674776	SAMN47273943	36.28	36.327	41716460	27954109	0.11444	LB01.2023	63.9	63.9
LB02.3.1	LB02	Buffalo Valley Hot Springs	Buffalo Valley	Great Basin Desert	GBD	no	40.365718	-117.32644	2023.08.05	2023	2023.08.05 16:03	2	7.13	56.30	1.035	50_70	mat_and_filaments	yes	Illumina NovaSeq X Plus	SRR32674775	SAMN47273944	36.093	36.413	36571294	25208327	0.272255	LB02.2023	56.3	56.3
LB04.3.1	LB04	Buffalo Valley Hot Springs	Buffalo Valley	Great Basin Desert	GBD	no	40.365868	-117.32687	2023.08.05	2023	2023.08.05 16:43	2	7.02	61.80	1.623	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674774	SAMN47273945	36.173	36.607	45574691	32336651	0.09597	LB04.2023	61.8	61.8
LB07.3.1	LB07	Buffalo Valley Hot Springs	Buffalo Valley	Great Basin Desert	GBD	no	40.365647	-117.32719	2023.08.05	2023	2023.08.05 17:40	2	6.78	52.70	1.595	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674773	SAMN47273946	36.173	36.153	24148261	15958527	0.09446	LB07.2023	52.7	52.7
LC02.3.1	LC02	Smith Creek Valley Group	Smith Creek Valley	Great Basin Desert	GBD	no	39.312429	-117.55143	2023.08.10	2023	2023.08.10 17:11	2	7.94	56.80	0.8284	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674771	SAMN47273947	36.145	36.154	27840880	18504665	0.18536	LC02.2023	56.8	56.8
LC04.3.1	LC04	Smith Creek Valley Group	Smith Creek Valley	Great Basin Desert	GBD	no	39.312363	-117.55135	2023.08.10	2023	2023.08.10 17:52	2	8.03	69.00	0.82	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674770	SAMN47273948	36.142	36.626	40314165	28273669	0.20073	LC04.2023	69	69
LC05.3.1	LC05	Smith Creek Valley Group	Smith Creek Valley	Great Basin Desert	GBD	no	39.312485	-117.55133	2023.08.10	2023	2023.08.10 18:16	2	9.02	55.20	NA	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674769	SAMN47273949	36.192	36.272	32792898	22061251	0.080205	LC05.2023	55.2	55.2
LD01.3.1	LD01	Dixie Springs	Dixie Valley, Stillwater range	Great Basin Desert	GBD	no	39.79743	-118.06911	2023.08.11	2023	2023.08.11 11:53	2	8.06	68.80	1.166	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674768	SAMN47273950	35.746	36.327	36470817	26732826	0.182575	LD01.2023	68.8	68.8
LD01.3.2	LD01	Dixie Springs	Dixie Valley, Stillwater range	Great Basin Desert	GBD	no	39.797363	-118.06916	2023.08.11	2023	2023.08.11 12:24	2	8.33	65.90	1.101	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674767	SAMN47273951	36.227	36.651	41078753	29099693	0.13292	LD01.2023	68.8	68.8
LE01.3.1	LE01	Bartine Hot Springs	Monitor Valley	Great Basin Desert	GBD	no	39.558683	-116.36021	2023.08.09	2023	2023.08.09 11:08	2	6.95	47.80	0.5694	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674766	SAMN47273954	35.864	36.775	31437471	22805075	0.192715	LE01.2023	47.8	47.8
LE01.3.2	LE01	Bartine Hot Springs	Monitor Valley	Great Basin Desert	GBD	no	39.558689	-116.36004	2023.08.09	2023	2023.08.09 11:27	2	7.29	44.00	0.5278	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674765	SAMN47273955	35.943	36.24	9804457	6639166	0.056975	LE01.2023	47.8	47.8
LE01.3.3	LE01	Bartine Hot Springs	Monitor Valley	Great Basin Desert	GBD	no	39.5587	-116.36008	2023.08.09	2023	2023.08.09 11:55	2	7.07	47.00	0.5692	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674764	SAMN47273956	35.929	36.414	25798461	17779703	0.169705	LE01.2023	47.8	47.8
LH02.3.1	LH02	Hydra (Hyder) Hot Springs	Dixie Valley	Great Basin Desert	GBD	no	40.00323	-117.71875	2023.08.11	2023	2023.08.11 18:24	2	7.02	54.80	1.758	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674763	SAMN47273957	36.256	36.563	33475308	23490298	0.16272	LH02.2023	55	55
LH02.3.2	LH02	Hydra (Hyder) Hot Springs	Dixie Valley	Great Basin Desert	GBD	no	40.003216	-117.71881	2023.08.11	2023	2023.08.11 18:34	2	7.81	55.00	1.763	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674762	SAMN47273958	36.125	36.957	41891927	30732450	0.1138	LH02.2023	55	55
LH03.3.1	LH03	Hydra (Hyder) Hot Springs	Dixie Valley	Great Basin Desert	GBD	no	40.003531	-117.71911	2023.08.11	2023	2023.08.11 19:15	2	6.53	63.20	1.781	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674760	SAMN47273959	35.965	36.665	33859127	24097187	0.14991	LH03.2023	63.2	63.2
LH03.3.2	LH03	Hydra (Hyder) Hot Springs	Dixie Valley	Great Basin Desert	GBD	no	40.003526	-117.71916	2023.08.11	2023	2023.08.11 19:21	2	6.51	62.20	1.787	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674840	SAMN47273960	36.224	36.81	30917753	22589729	0.12147	LH03.2023	63.2	63.2
LH03.3.3	LH03	Hydra (Hyder) Hot Springs	Dixie Valley	Great Basin Desert	GBD	no	40.003563	-117.71915	2023.08.11	2023	2023.08.11 19:50	2	6.95	47.10	1.773	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674839	SAMN47273961	35.978	36.383	33813427	23369123	0.094995	LH03.2023	63.2	63.2
LP01.3.1	LP01	Pott's Springs	Monitor Valley	Great Basin Desert	GBD	no	39.080016	-116.64015	2023.08.09	2023	2023.08.09 16:25	2	7.03	41.30	0.5217	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674838	SAMN47273962	36.014	36.597	27902129	19597933	0.03778	LP01.2023	41.3	41.3
LP02.3.1	LP02	Pott's Springs	Monitor Valley	Great Basin Desert	GBD	no	39.08004	-116.64027	2023.08.09	2023	2023.08.09 16:55	2	7.03	45.00	0.5266	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674837	SAMN47273963	36.002	36.705	26581305	18961782	0.076765	LP02.2023	45	45
LP03.3.1	LP03	Pott's Springs	Monitor Valley	Great Basin Desert	GBD	no	39.080079	-116.6404	2023.08.09	2023	2023.08.09 17:48	2	6.93	43.30	0.5212	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674836	SAMN47273964	35.844	36.947	29082054	21036860	0.058535	LP03.2023	43.3	43.3
LP03.3.2	LP03	Pott's Springs	Monitor Valley	Great Basin Desert	GBD	no	39.080105	-116.64048	2023.08.09	2023	2023.08.09 18:16	2	6.95	42.00	0.5221	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674835	SAMN47273965	36.039	36.273	24285025	16862556	0.10367	LP03.2023	43.3	43.3
LR01.3.1	LR01	Abel Spring	Railroad Valley	Great Basin Desert	GBD	no	38.365124	-115.86794	2023.08.08	2023	2023.08.08 14:07	2	6.63	45.10	1.017	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674834	SAMN47273966	36.066	36.847	27608096	20066259	0.205595	LR01.2023	45.1	45.1
LR01.3.2	LR01	Abel Spring	Railroad Valley	Great Basin Desert	GBD	no	38.365161	-115.86788	2023.08.08	2023	2023.08.08 14:32	2	7.72	43.60	1.06	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674833	SAMN47273967	35.963	36.575	29288709	20689194	0.129405	LR01.2023	45.1	45.1
LR01.3.3	LR01	Abel Spring	Railroad Valley	Great Basin Desert	GBD	no	38.365071	-115.86774	2023.08.08	2023	2023.08.08 14:49	2	7.03	42.70	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674832	SAMN47273968	35.864	36.459	20963612	14506248	0.119945	LR01.2023	45.1	45.1
LS01.3.1	LS01	Seyferth (Chicken) Hot Springs	Upper Alkali Lake	Alkali Lakes	ALK	no	41.615495	-120.10378	2023.09.22	2023	2023.09.22 15:19	2	6.8	82.80	1.839	80_100	filaments	yes	Illumina NovaSeq X Plus	SRR32674830	SAMN47273969	36.225	36.672	32419483	22029203	0.15638	LS01.2023	82.8	82.8
LS01.3.2	LS01	Seyferth (Chicken) Hot Springs	Upper Alkali Lake	Alkali Lakes	ALK	no	41.615504	-120.10383	2023.09.22	2023	2023.09.22 16:09	2	6.8	81.70	1.846	80_100	filaments	yes	Illumina NovaSeq X Plus	SRR32674829	SAMN47273970	35.949	35.919	34884352	22832637	0.108495	LS01.2023	82.8	82.8
LS01.3.3	LS01	Seyferth (Chicken) Hot Springs	Upper Alkali Lake	Alkali Lakes	ALK	no	41.615524	-120.10389	2023.09.22	2023	2023.09.22 16:50	2	6.79	73.10	NA	70_80	mat	yes	Illumina NovaSeq X Plus	SRR32674828	SAMN47273971	35.951	36.457	34924342	23444332	0.095075	LS01.2023	82.8	82.8
LS02.3.1	LS02	Seyferth (Chicken) Hot Springs	Upper Alkali Lake	Alkali Lakes	ALK	no	41.615517	-120.1037	2023.09.22	2023	2023.09.22 17:09	2	6.8	85.00	1.781	80_100	mat	yes	Illumina NovaSeq X Plus	SRR32674827	SAMN47273972	36.053	36.467	27725269	18814481	0.083185	LS02.2023	85	85
LS02.3.2	LS02	Seyferth (Chicken) Hot Springs	Upper Alkali Lake	Alkali Lakes	ALK	no	41.615518	-120.10375	2023.09.22	2023	2023.09.22 17:47	2	6.8	82.30	1.841	80_100	filaments	yes	Illumina NovaSeq X Plus	SRR32674826	SAMN47273973	36.089	36.474	30685943	21283264	0.14455	LS02.2023	85	85
LS02.3.3	LS02	Seyferth (Chicken) Hot Springs	Upper Alkali Lake	Alkali Lakes	ALK	no	41.615538	-120.1038	2023.09.22	2023	2023.09.22 18:17	2	6.79	80.50	NA	80_100	mat	yes	Illumina NovaSeq X Plus	SRR32674825	SAMN47273974	36.133	36.641	31106842	21981602	0.08314	LS02.2023	85	85
LT01.3.1	LT01	Travertine Hot Springs	Bridgeport	Sierra Nevada	SIE	no	38.246531	-119.20461	2023.09.20	2023	2023.09.20 14:40	2	6.77	43.50	4.79	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674824	SAMN47273975	36.077	36.722	33526256	23815722	0.0817	LT01.2023	43.5	43.5
LT01.3.2	LT01	Travertine Hot Springs	Bridgeport	Sierra Nevada	SIE	no	38.246586	-119.20452	2023.09.20	2023	2023.09.20 16:26	2	6.77	42.70	4.78	30_50	mat_and_filaments	yes	Illumina NovaSeq X Plus	SRR32674823	SAMN47273976	35.794	37.105	26734726	20746328	0.77896	LT01.2023	43.5	43.5
LT01.3.3	LT01	Travertine Hot Springs	Bridgeport	Sierra Nevada	SIE	no	38.246612	-119.20465	2023.09.20	2023	2023.09.20 16:53	2	6.77	40.90	4.77	30_50	mat_and_filaments	yes	Illumina NovaSeq X Plus	SRR32674822	SAMN47273977	35.593	37.31	36482000	27588723	0.714175	LT01.2023	43.5	43.5
LT12.3.1	LT12	Travertine Hot Springs	Bridgeport	Sierra Nevada	SIE	no	38.245867	-119.20533	2023.09.20	2023	2023.09.20 09:01	2	6.77	44.20	4.72	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674821	SAMN47273978	36.04	36.741	34206819	24455147	0.230485	LT12.2023	44.5	44.5
LT12.3.2	LT12	Travertine Hot Springs	Bridgeport	Sierra Nevada	SIE	no	38.245863	-119.20538	2023.09.20	2023	2023.09.20 09:16	2	6.77	44.50	4.75	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674819	SAMN47273979	36.301	37.233	42637340	32504364	0.07505	LT12.2023	44.5	44.5
LT12.3.3	LT12	Travertine Hot Springs	Bridgeport	Sierra Nevada	SIE	no	38.245881	-119.20524	2023.09.20	2023	2023.09.20 09:41	2	6.77	43.10	4.74	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674818	SAMN47273980	36.076	36.806	40806062	29605658	0.123445	LT12.2023	44.5	44.5
LT16.3.1	LT16	Travertine Hot Springs	Bridgeport	Sierra Nevada	SIE	no	38.24618	-119.20386	2023.09.21	2023	2023.09.21 13:25	2	6.76	35.25	NA	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674817	SAMN47273981	36.307	36.797	30297694	21734357	0.297675	LT16.2023	43.6	43.6
LT16.3.2	LT16	Travertine Hot Springs	Bridgeport	Sierra Nevada	SIE	no	38.246153	-119.20393	2023.09.21	2023	2023.09.21 14:02	2	6.77	43.60	4.9	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674816	SAMN47273982	36.142	36.699	33684848	24348057	0.136175	LT16.2023	43.6	43.6
LT16.3.3	LT16	Travertine Hot Springs	Bridgeport	Sierra Nevada	SIE	no	38.246084	-119.20393	2023.09.21	2023	2023.09.21 14:49	2	6.77	41.90	4.96	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674815	SAMN47273983	36.132	36.459	28566117	20043066	0.166465	LT16.2023	43.6	43.6
LT16.3.4	LT16	Travertine Hot Springs	Bridgeport	Sierra Nevada	SIE	no	38.246032	-119.20398	2023.09.21	2023	2023.09.21 15:21	2	6.76	34.00	4.9	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674814	SAMN47273984	36.058	36.364	32213048	22260053	0.1527	LT16.2023	43.6	43.6
LU02.3.1	LU02	Hot Sulphur Springs	Carlin	Great Basin Desert	GBD	no	40.766393	-116.04243	2023.08.07	2023	2023.08.07 09:47	2	6.8	67.20	1.228	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674813	SAMN47273985	36.15	36.464	29925077	20824992	0.108345	LU02.2023	67.2	67.2
LU02.3.2	LU02	Hot Sulphur Springs	Carlin	Great Basin Desert	GBD	no	40.76634	-116.04253	2023.08.07	2023	2023.08.07 10:10	2	7.84	50.80	1.104	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674812	SAMN47273986	36.131	36.476	27395544	18981663	0.137105	LU02.2023	67.2	67.2
LU04.3.1	LU04	Hot Sulphur Springs	Carlin	Great Basin Desert	GBD	no	40.766175	-116.04241	2023.08.07	2023	2023.08.07 08:18	2	6.82	65.00	1.236	50_70	filaments	yes	Illumina NovaSeq X Plus	SRR32674811	SAMN47273987	35.938	36.892	46042556	32078313	0.161115	LU04.2023	65	65
LU04.3.2	LU04	Hot Sulphur Springs	Carlin	Great Basin Desert	GBD	no	40.766144	-116.04244	2023.08.07	2023	2023.08.07 08:48	2	7.03	50.90	NA	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674810	SAMN47273988	36.033	36.682	29321181	21245418	0.14581	LU04.2023	65	65
LU04.3.3	LU04	Hot Sulphur Springs	Carlin	Great Basin Desert	GBD	no	40.766161	-116.04249	2023.08.07	2023	2023.08.07 09:07	2	7.02	61.40	1.13	50_70	mat	yes	Illumina NovaSeq X Plus	SRR32674903	SAMN47273989	36.139	36.724	23980947	17351462	0.12084	LU04.2023	65	65
LV02.3.1	LV02	Shepherd hot spring	Long Valley	Sierra Nevada	SIE	no	37.66679	-118.80321	2023.09.19	2023	2023.09.19 16:27	2	6.77	48.30	2.12	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674902	SAMN47273990	36.108	36.643	37785543	26921976	0.13533	LV02.2023	48.3	48.3
LV02.3.2	LV02	Shepherd hot spring	Long Valley	Sierra Nevada	SIE	no	37.666826	-118.80321	2023.09.19	2023	2023.09.19 16:49	2	6.77	46.80	2.11	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674901	SAMN47273991	36.145	36.618	40833627	28550536	0.13146	LV02.2023	48.3	48.3
LV02.3.3	LV02	Shepherd hot spring	Long Valley	Sierra Nevada	SIE	no	37.666813	-118.80326	2023.09.19	2023	2023.09.19 17:16	2	6.77	45.90	2.12	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674900	SAMN47273992	36.098	36.665	38264763	27124638	0.19605	LV02.2023	48.3	48.3
LV02.3.4	LV02	Shepherd hot spring	Long Valley	Sierra Nevada	SIE	no	37.666853	-118.80325	2023.09.19	2023	2023.09.19 17:43	2	6.77	47.10	2.12	30_50	mat	yes	Illumina NovaSeq X Plus	SRR32674899	SAMN47273993	36.212	36.629	35650223	24885553	0.141405	LV02.2023	48.3	48.3
