ReferenceID	Species	DomainTruth	SourceFile	SourceHeader	LengthBp
ZYMOV2|Cryptococcus_neoformans|01928|34428	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34428 1075 21433 17020-,...,30326+	1075
ZYMOV2|Cryptococcus_neoformans|01929|35209	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35209 1075 21171 30326-,19496+,17020+	1075
ZYMOV2|Cryptococcus_neoformans|01930|34722	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34722 1074 9671 23381-,...,5469+	1074
ZYMOV2|Cryptococcus_neoformans|01931|4095	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	4095 1073 6344	1073
ZYMOV2|Cryptococcus_neoformans|01932|33815	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33815 1067 7416 3607+,18452-,14517+	1067
ZYMOV2|Cryptococcus_neoformans|01933|35799	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35799 1066 17136 12825+,...,5476-	1066
ZYMOV2|Cryptococcus_neoformans|01934|34905	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34905 1064 15972 27392-,...,17375+	1064
ZYMOV2|Cryptococcus_neoformans|01935|34670	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34670 1062 10285 22237-,521+	1062
ZYMOV2|Cryptococcus_neoformans|01936|35421	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35421 1062 8501 31451-,30418+,13359-	1062
ZYMOV2|Cryptococcus_neoformans|01937|34300	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34300 1061 7077 14524+,...,3458+	1061
ZYMOV2|Cryptococcus_neoformans|01938|17396	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	17396 1059 5348	1059
ZYMOV2|Cryptococcus_neoformans|01939|30720	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	30720 1056 6176 6237+,20034+	1056
ZYMOV2|Cryptococcus_neoformans|01940|5956	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	5956 1051 5837	1051
ZYMOV2|Cryptococcus_neoformans|01941|34435	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34435 1051 16448 17237+,...,4816+	1051
ZYMOV2|Cryptococcus_neoformans|01942|33743	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33743 1046 7790 2204+,23807+	1046
ZYMOV2|Cryptococcus_neoformans|01943|33989	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33989 1044 8355 7435-,...,25088+	1044
ZYMOV2|Cryptococcus_neoformans|01944|35160	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35160 1040 4938 30062+,19180+	1040
ZYMOV2|Cryptococcus_neoformans|01945|18081	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	18081 1035 6413	1035
ZYMOV2|Cryptococcus_neoformans|01946|34541	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34541 1034 10930 19534-,31317+	1034
ZYMOV2|Cryptococcus_neoformans|01947|29562	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	29562 1032 6025 1182+,25448+,20802+	1032
ZYMOV2|Cryptococcus_neoformans|01948|35819	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35819 1032 8362 3794+,...,16602+	1032
ZYMOV2|Cryptococcus_neoformans|01949|34331	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34331 1031 7212 15020+,5605+,22300+	1031
ZYMOV2|Cryptococcus_neoformans|01950|34382	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34382 1031 5754 15923+,8510+,21170-	1031
ZYMOV2|Cryptococcus_neoformans|01951|4306	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	4306 1027 5089	1027
ZYMOV2|Cryptococcus_neoformans|01952|33839	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33839 1023 19483 4278+,...,397+	1023
ZYMOV2|Cryptococcus_neoformans|01953|34482	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34482 1021 11175 18169-,...,22207+	1021
ZYMOV2|Cryptococcus_neoformans|01954|30485	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	30485 1020 11565 5013-,6120+,12177+	1020
ZYMOV2|Cryptococcus_neoformans|01955|33888	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33888 1020 13082 5522+,...,12188-	1020
ZYMOV2|Cryptococcus_neoformans|01956|35517	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35517 1014 7441 31915-,31066+	1014
ZYMOV2|Cryptococcus_neoformans|01957|34579	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34579 1011 10372 20441-,...,28549-	1011
ZYMOV2|Cryptococcus_neoformans|01958|10371	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	10371 1009 6328	1009
ZYMOV2|Cryptococcus_neoformans|01959|34019	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34019 1009 13777 8069+,31781+	1009
ZYMOV2|Cryptococcus_neoformans|01960|25820	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	25820 1006 5744	1006
ZYMOV2|Cryptococcus_neoformans|01961|21806	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	21806 1005 5827	1005
ZYMOV2|Cryptococcus_neoformans|01962|30750	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	30750 1000 5366 6380+,23655-	1000
ZYMOV2|Cryptococcus_neoformans|01963|15106	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15106 999 5602	999
ZYMOV2|Cryptococcus_neoformans|01964|19347	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	19347 999 6084	999
ZYMOV2|Cryptococcus_neoformans|01965|31089	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	31089 999 4853 8089+,25720+	999
ZYMOV2|Cryptococcus_neoformans|01966|35693	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35693 998 4848 32732-,12407+	998
ZYMOV2|Cryptococcus_neoformans|01967|33884	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33884 997 14352 5469-,...,2311+	997
ZYMOV2|Cryptococcus_neoformans|01968|35675	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35675 996 5635 32676-,10676+,23881+	996
ZYMOV2|Cryptococcus_neoformans|01969|29382	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	29382 995 4861 434-,5396+	995
ZYMOV2|Cryptococcus_neoformans|01970|34946	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34946 994 14297 28288+,18656+,24912+	994
ZYMOV2|Cryptococcus_neoformans|01971|34341	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34341 993 21846 15181+,...,13770-	993
ZYMOV2|Cryptococcus_neoformans|01972|25376	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	25376 987 5125	987
ZYMOV2|Cryptococcus_neoformans|01973|34245	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34245 987 42397 12898-,...,27124-	987
ZYMOV2|Cryptococcus_neoformans|01974|34333	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34333 979 10273 15071-,18974+	979
ZYMOV2|Cryptococcus_neoformans|01975|35643	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35643 979 19930 32513-,...,17020-	979
ZYMOV2|Cryptococcus_neoformans|01976|29985	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	29985 974 5870 2861+,26226-	974
ZYMOV2|Cryptococcus_neoformans|01977|34058	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34058 974 5112 8968-,33225+,32691+	974
ZYMOV2|Cryptococcus_neoformans|01978|31436	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	31436 970 5384 10117+,...,14742+	970
ZYMOV2|Cryptococcus_neoformans|01979|34945	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34945 969 14539 28288+,...,22647+	969
ZYMOV2|Cryptococcus_neoformans|01980|25283	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	25283 966 6359	966
ZYMOV2|Cryptococcus_neoformans|01981|34109	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34109 966 6024 9777+,14698-,28977+	966
ZYMOV2|Cryptococcus_neoformans|01982|34753	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34753 966 11526 23781+,19984+	966
ZYMOV2|Cryptococcus_neoformans|01983|34238	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34238 965 15009 12728+,...,20244-	965
ZYMOV2|Cryptococcus_neoformans|01984|33765	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33765 964 6092 2701-,17633-,8350+	964
ZYMOV2|Cryptococcus_neoformans|01985|54	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	54 962 6528	962
ZYMOV2|Cryptococcus_neoformans|01986|33689	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33689 961 14994 885-,...,17690-	961
ZYMOV2|Cryptococcus_neoformans|01987|9878	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	9878 960 5400	960
ZYMOV2|Cryptococcus_neoformans|01988|25526	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	25526 960 4864	960
ZYMOV2|Cryptococcus_neoformans|01989|34102	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34102 959 22335 9649+,15571+	959
ZYMOV2|Cryptococcus_neoformans|01990|21187	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	21187 958 5268	958
ZYMOV2|Cryptococcus_neoformans|01991|33785	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33785 957 18899 3125-,...,24464-	957
ZYMOV2|Cryptococcus_neoformans|01992|18366	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	18366 956 5770	956
ZYMOV2|Cryptococcus_neoformans|01993|34625	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34625 955 74221 21377+,...,20450-	955
ZYMOV2|Cryptococcus_neoformans|01994|34073	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34073 954 6546 9186+,...,28270-	954
ZYMOV2|Cryptococcus_neoformans|01995|34903	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34903 948 12867 27307-,2914+	948
ZYMOV2|Cryptococcus_neoformans|01996|35508	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35508 945 5661 31875-,30124+	945
ZYMOV2|Cryptococcus_neoformans|01997|30109	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	30109 940 4720 3372+,8578+	940
ZYMOV2|Cryptococcus_neoformans|01998|31153	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	31153 940 5734 8439-,20863+	940
ZYMOV2|Cryptococcus_neoformans|01999|33754	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33754 939 5531 2378-,...,3525+	939
ZYMOV2|Cryptococcus_neoformans|02000|28632	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	28632 938 5702	938
ZYMOV2|Cryptococcus_neoformans|02001|34139	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34139 938 19314 10295-,...,4887+	938
ZYMOV2|Cryptococcus_neoformans|02002|34591	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34591 937 16399 20681+,...,25204-	937
ZYMOV2|Cryptococcus_neoformans|02003|34674	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34674 936 457027 22293+,5459+	936
ZYMOV2|Cryptococcus_neoformans|02004|33737	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33737 934 7976 2135+,2827+	934
ZYMOV2|Cryptococcus_neoformans|02005|34817	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34817 934 8093 25260+,2135-	934
ZYMOV2|Cryptococcus_neoformans|02006|35714	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35714 934 6407 32819-,...,22241+	934
ZYMOV2|Cryptococcus_neoformans|02007|32968	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	32968 930 5217 24253-,28615-	930
ZYMOV2|Cryptococcus_neoformans|02008|33998	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33998 930 13772 7796-,...,983-	930
ZYMOV2|Cryptococcus_neoformans|02009|34499	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34499 921 12831 18561+,...,26690-	921
ZYMOV2|Cryptococcus_neoformans|02010|33957	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33957 920 12688 6762+,3241-,17999-	920
ZYMOV2|Cryptococcus_neoformans|02011|27033	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	27033 919 5487	919
ZYMOV2|Cryptococcus_neoformans|02012|22756	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	22756 918 4389	918
ZYMOV2|Cryptococcus_neoformans|02013|33752	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33752 918 12299 2360-,...,1964+	918
ZYMOV2|Cryptococcus_neoformans|02014|19434	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	19434 914 4401	914
ZYMOV2|Cryptococcus_neoformans|02015|32428	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	32428 912 5885 17228+,18935-	912
ZYMOV2|Cryptococcus_neoformans|02016|34430	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34430 903 33517 17101+,...,27124+	903
ZYMOV2|Cryptococcus_neoformans|02017|34431	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34431 903 36512 17101+,...,27124+	903
ZYMOV2|Cryptococcus_neoformans|02018|34057	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34057 902 11771 8963+,...,17035+	902
ZYMOV2|Cryptococcus_neoformans|02019|34064	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34064 899 8714 9026-,3050+,23976-	899
ZYMOV2|Cryptococcus_neoformans|02020|34099	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34099 899 4370 9564-,6557+	899
ZYMOV2|Cryptococcus_neoformans|02021|34723	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34723 899 6931 23391+,23807+	899
ZYMOV2|Cryptococcus_neoformans|02022|31721	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	31721 897 4400 11793+,22052-	897
ZYMOV2|Cryptococcus_neoformans|02023|33761	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33761 897 7740 2541+,...,1083-	897
ZYMOV2|Cryptococcus_neoformans|02024|9928	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	9928 896 5043	896
ZYMOV2|Cryptococcus_neoformans|02025|34065	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34065 895 8774 9026-,...,23976-	895
ZYMOV2|Cryptococcus_neoformans|02026|19343	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	19343 894 5849	894
ZYMOV2|Cryptococcus_neoformans|02027|5614	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	5614 893 6377	893
ZYMOV2|Cryptococcus_neoformans|02028|34144	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34144 889 25294 10498+,...,19861+	889
ZYMOV2|Cryptococcus_neoformans|02029|34846	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34846 889 22486 25896-,...,6893-	889
ZYMOV2|Cryptococcus_neoformans|02030|34633	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34633 887 29342 21564-,...,2175+	887
ZYMOV2|Cryptococcus_neoformans|02031|34110	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34110 880 13818 9780+,...,6069+	880
ZYMOV2|Cryptococcus_neoformans|02032|26452	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	26452 871 5305	871
ZYMOV2|Cryptococcus_neoformans|02033|34860	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34860 869 16672 26317-,...,3017-	869
ZYMOV2|Cryptococcus_neoformans|02034|34896	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34896 867 242372 27123-,19839-,1815+	867
ZYMOV2|Cryptococcus_neoformans|02035|24659	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	24659 866 4627	866
ZYMOV2|Cryptococcus_neoformans|02036|28942	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	28942 866 4542	866
ZYMOV2|Cryptococcus_neoformans|02037|34780	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34780 862 12937 24400+,...,26801-	862
ZYMOV2|Cryptococcus_neoformans|02038|5811	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	5811 861 4938	861
ZYMOV2|Cryptococcus_neoformans|02039|33698	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33698 860 9472 1086+,...,26490+	860
ZYMOV2|Cryptococcus_neoformans|02040|34664	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34664 860 5987 22126+,...,9900-	860
ZYMOV2|Cryptococcus_neoformans|02041|34390	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34390 858 5709 16176-,...,29003+	858
ZYMOV2|Cryptococcus_neoformans|02042|15836	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15836 856 4934	856
ZYMOV2|Cryptococcus_neoformans|02043|16651	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	16651 856 4487	856
ZYMOV2|Cryptococcus_neoformans|02044|34955	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34955 855 7236 28421+,15989+,15727+	855
ZYMOV2|Cryptococcus_neoformans|02045|32242	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	32242 853 4770 15782-,26700-	853
ZYMOV2|Cryptococcus_neoformans|02046|34572	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34572 852 6464 20276+,...,2532-	852
ZYMOV2|Cryptococcus_neoformans|02047|3300	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	3300 850 4582	850
ZYMOV2|Cryptococcus_neoformans|02048|30563	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	30563 849 4332 5460+,11810+	849
ZYMOV2|Cryptococcus_neoformans|02049|33825	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33825 847 6409 3783+,20205-,24823-	847
ZYMOV2|Cryptococcus_neoformans|02050|34092	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34092 842 3957 9464+,31754+	842
ZYMOV2|Cryptococcus_neoformans|02051|35386	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	35386 838 4962 31267+,11750+	838
ZYMOV2|Cryptococcus_neoformans|02052|34088	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34088 830 55545 9402+,12970+	830
ZYMOV2|Cryptococcus_neoformans|02053|34168	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34168 821 4109 11122-,1626+	821
ZYMOV2|Cryptococcus_neoformans|02054|34360	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34360 820 3828 15504+,19393+	820
ZYMOV2|Cryptococcus_neoformans|02055|34400	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34400 820 4959 16491+,31267-	820
ZYMOV2|Cryptococcus_neoformans|02056|32009	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	32009 815 4055 13817+,22987+	815
ZYMOV2|Cryptococcus_neoformans|02057|15392	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	15392 814 4362	814
ZYMOV2|Cryptococcus_neoformans|02058|9784	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	9784 810 4225	810
ZYMOV2|Cryptococcus_neoformans|02059|5910	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	5910 808 7593	808
ZYMOV2|Cryptococcus_neoformans|02060|10354	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	10354 808 5290	808
ZYMOV2|Cryptococcus_neoformans|02061|33719	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33719 805 10867 1613-,...,8249-	805
ZYMOV2|Cryptococcus_neoformans|02062|33663	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	33663 803 6871 521+,...,12046+	803
ZYMOV2|Cryptococcus_neoformans|02063|34350	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34350 802 15383 15304+,...,2413-	802
ZYMOV2|Cryptococcus_neoformans|02064|34439	Cryptococcus neoformans	Eukaryote	Cryptococcus_neoformans_draft_genome.fasta	34439 802 5726 17297-,...,16273-	802
