Contig	LengthBp	Mode	Truth	ReferenceSpecies	Prediction	IdentityPercent	QueryCoveragePercent	MapQ
k141_10615	16644	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	99.72938841782428	99.9098774333093	60
k141_10629	42224	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	99.84576213093081	96.73645320197043	60
k141_10661	4228	Balanced	Unresolved	Unresolved	Prokaryote	100.0	53.76064333017976	60
k141_10663	3077	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.3615635179153	99.77250568735782	60
k141_10695	4137	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	99.75798644724104	99.85496736765772	60
k141_10706	267958	Balanced	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.99328252935162	60
k141_1072	34497	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	99.95072035249441	60
k141_10722	56854	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.97889330566011	60
k141_1074	3240	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.49561952440551	98.64197530864197	0
k141_10748	3102	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.87025624391826	99.38749194068343	60
k141_10751	3533	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.03436523714853	99.6603453155958	60
k141_10762	3604	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.11726840190316	99.13984461709212	60
k141_10820	15727	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	100.0	99.83467921409041	60
k141_10831	3328	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	98.18566676746295	99.36899038461539	60
k141_10841	385768	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.99533398311938	60
k141_10843	3542	Balanced	Unresolved	Unresolved	Eukaryote	92.90973547859286	99.54827780914738	60
k141_10854	3652	Balanced	Unresolved	Unresolved	Prokaryote	92.16171617161716	99.5618838992333	60
k141_10856	76994	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	99.67497992903944	99.97532275242227	60
k141_10859	74125	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.95817875210793	60
k141_10863	26072	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.9424670144216	60
k141_10870	3642	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.59387923904053	99.58813838550246	6
k141_10877	49705	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.96378633940247	60
k141_10880	8355	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	99.72451790633609	99.89228007181329	60
k141_10904	4237	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	98.38862559241706	99.59877271654473	60
k141_10922	74784	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.98796534017971	60
k141_10933	247962	Balanced	Unresolved	Unresolved	Prokaryote	100.0	57.678999201490555	60
k141_10940	140643	Balanced	Prokaryote	Listeria monocytogenes	Prokaryote	100.0	99.98649061808977	60
k141_10941	3391	Balanced	Prokaryote	Escherichia coli	Prokaryote	96.39021479713604	98.84989678560896	60
k141_10962	5431	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.760147601476	99.79745903148591	60
k141_10973	10222	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.86304050088044	60
k141_10981	3849	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.12260937909353	99.16861522473368	60
k141_10983	4645	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.82721382289417	99.67707212055974	60
k141_10984	33255	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.95489400090212	60
k141_10991	55318	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.9457426029082	99.95299902382588	60
k141_11020	415471	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	99.91774515911021	99.99229789804825	60
k141_11042	55449	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	99.87023519870235	99.94769968800159	60
k141_11093	3631	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.03607821536767	60
k141_1111	21921	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.84033575110625	60
k141_11169	3491	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.86240644789868	99.51303351475222	60
k141_11177	11102	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	100.0	99.82885966492525	60
k141_11183	4337	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.56190915379295	60
k141_11216	5420	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	96.65805022156573	99.92619926199262	0
k141_1122	8013	Balanced	Prokaryote	Escherichia coli	Prokaryote	98.09833604403853	99.75040559091475	60
k141_11251	327207	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.94989138040081	99.99052587505768	60
k141_11252	6010	Balanced	Unresolved	Unresolved	Prokaryote	99.68085106382979	62.562396006655575	60
k141_11282	4069	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.72893050763923	99.72966330793807	60
k141_11307	53558	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	99.7011468489671	99.96265730609805	60
k141_11315	4190	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.82920970453999	99.35560859188544	60
k141_11333	32136	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.98755290017426	60
k141_11341	8679	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.95391174098398	60
k141_1136	3119	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.5511381853158	60
k141_11374	3706	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	95.34380075798592	99.62223421478683	60
k141_11430	21304	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.93897859556891	60
k141_11447	3172	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.73430564362714	99.43253467843631	60
k141_11468	3801	Balanced	Unresolved	Unresolved	Eukaryote	93.370607028754	98.81610102604577	1
k141_11482	3072	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.07329842931938	99.44661458333334	60
k141_11492	6095	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.50683802932937	99.55701394585726	60
k141_11512	7325	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.0025959830578	99.91808873720136	60
k141_11524	5052	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.92911190760654	99.40617577197149	60
k141_11527	205015	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.91952200951103	99.985854693559	60
k141_1156	81587	Balanced	Prokaryote	Listeria monocytogenes	Prokaryote	100.0	99.98038903256646	60
k141_11575	44477	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.9640263506981	60
k141_11576	3396	Balanced	Unresolved	Unresolved	Eukaryote	92.08505611340814	99.6760895170789	60
k141_11586	3044	Balanced	Unresolved	Unresolved	Eukaryote	94.54424484364604	98.71879106438897	60
k141_11624	8147	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.8404320608813	60
k141_11653	131246	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.99314264815689	60
k141_11662	5913	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.38993390950687	99.7970573313039	60
k141_11665	7434	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.73096583266074	60
k141_11676	105853	Balanced	Prokaryote	Enterococcus faecalis	Prokaryote	99.59911919146293	99.98771881760554	60
k141_11684	35723	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.9440136606668	60
k141_11737	58016	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.98621070049641	60
k141_11739	23547	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.9362976175309	60
k141_11765	71050	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.69317382125263	60
k141_11769	3016	Balanced	Unresolved	Unresolved	Eukaryote	94.3075898801598	99.60212201591511	60
k141_11792	173345	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.98557789379561	60
k141_11875	3152	Balanced	Prokaryote	Escherichia coli	Prokaryote	96.12427930813581	99.0482233502538	0
k141_11884	4395	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.37266651302143	98.72582480091012	60
k141_11901	3071	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.20143884892086	99.54412243568869	60
k141_11920	6515	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.55487336914813	60
k141_11932	3158	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.2891874600128	98.98670044331855	60
k141_11934	21081	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	99.92404822937435	99.92884588017647	60
k141_11969	19884	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.64264143346084	99.91953329309999	60
k141_11970	44564	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.97530697914561	99.96185261646173	60
k141_11973	73317	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	99.66547907204438	99.96590149624235	60
k141_11994	466141	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.95967352717211	99.99678208953942	60
k141_12001	4692	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.27536231884058	60
k141_12006	97125	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.9907335907336	60
k141_1202	3402	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.79305269355314	99.85302763080541	60
k141_12047	4115	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.68277208394338	99.58687727825031	60
k141_12076	12350	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.27048715246819	99.89473684210526	60
k141_12090	24879	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.94774709594438	60
k141_12092	36448	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	99.95883870259591	99.98353819139597	60
k141_12119	138317	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	99.87356222183689	99.98264855368465	60
k141_1218	17388	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.31392332084175	99.75270301357257	60
k141_12189	3496	Balanced	Unresolved	Unresolved	Eukaryote	94.65849387040281	97.91189931350115	5
k141_12196	3632	Balanced	Unresolved	Unresolved	Eukaryote	93.96623304732908	99.47687224669603	60
k141_12202	56537	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.98761631815448	99.98054371473548	60
k141_12205	4257	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.89747224190882	99.43622269203665	60
k141_12244	45096	Balanced	Prokaryote	Salmonella enterica	Prokaryote	99.9423170785819	99.9512151853823	60
k141_12250	3207	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.90563070147846	99.12690988462738	60
k141_12259	22771	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.90338588555619	60
k141_12271	3427	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.57293497363796	99.62065946892325	60
k141_12287	3254	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.41158253329205	99.23171481253841	60
k141_12335	7226	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.2357926913992	99.5986714641572	60
k141_12336	21342	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.9109736669478	60
k141_12345	54890	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.79772209567199	99.9726726179632	60
k141_12346	7292	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.89029072956664	60
k141_12375	224823	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	99.9413187282168	99.99510726215735	60
k141_12379	3550	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	99.60362400906003	99.49295774647887	60
k141_12383	3067	Balanced	Unresolved	Unresolved	Eukaryote	93.14210352786021	98.79360939028366	60
k141_124	3476	Balanced	Unresolved	Unresolved	Eukaryote	93.75902918231725	99.5397008055236	60
k141_12433	59355	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.9646196613596	60
k141_12469	3643	Balanced	Unresolved	Unresolved	Prokaryote	91.84979137691238	98.68240461158386	60
k141_12470	94251	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.9989390032997	60
k141_12484	16743	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.8148479961775	60
k141_12488	13251	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.54662233640623	99.86416119538148	60
k141_12507	170290	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.95771670190274	99.99295319748664	60
k141_12516	16223	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	99.8397337113974	60
k141_12538	174234	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.84175219310819	99.98794724336237	60
k141_12549	4653	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.43644980611805	99.74210186976144	60
k141_12563	5783	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	99.04712404712404	99.8097873076258	0
k141_12572	25936	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.99614435533621	60
k141_12577	3037	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.09530112508273	99.50609153770168	60
k141_12593	761809	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	99.99028602408279	99.99737467002883	60
k141_12594	151139	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	85.98574821852732	60
k141_12608	3708	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.70332342610105	99.81121898597627	60
k141_1261	63347	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	100.0	99.97474229245267	60
k141_12622	3061	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	95.91163864160896	99.08526625285855	60
k141_12625	3044	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.73623475107155	99.63863337713535	60
k141_12654	4408	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.90735260641931	99.65970961887477	60
k141_12687	6078	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	97.00115340253748	99.85192497532083	60
k141_12719	37189	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.95697652531662	60
k141_12734	33391	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.91614506903058	60
k141_12736	6839	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	100.0	99.59058341862846	60
k141_12741	45153	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.99778530773149	60
k141_12768	46267	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.53758724259383	99.95893401344371	60
k141_1278	19985	Balanced	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.92994746059544	60
k141_12802	37474	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	100.0	99.9679777979399	60
k141_12804	16388	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	99.90236758603857	60
k141_12820	7408	Balanced	Prokaryote	Escherichia coli	Prokaryote	96.98281693952104	99.77051835853132	60
k141_12825	6328	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.55761610397845	99.69974715549937	60
k141_12829	3102	Balanced	Unresolved	Unresolved	Eukaryote	84.84264611432242	99.54867827208253	13
k141_12858	238726	Balanced	Prokaryote	Enterococcus faecalis	Prokaryote	99.97612665438098	99.99036552365473	60
k141_12872	3191	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.88287153652394	99.52992792228142	60
k141_12896	3026	Balanced	Unresolved	Unresolved	Eukaryote	92.02657807308971	99.40515532055518	60
k141_12903	4904	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.36475409836065	99.510603588907	60
k141_12948	47942	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	100.0	99.95619707146135	60
k141_12957	18277	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	99.99452354874042	99.9069869234557	60
k141_1296	5896	Balanced	Unresolved	Unresolved	Eukaryote	92.44482173174873	99.89823609226595	60
k141_12998	79724	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.98996538056294	60
k141_13011	23414	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	100.0	99.89749722388315	60
k141_13024	121959	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	100.0	99.97294172631787	60
k141_13039	3994	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	98.94472361809046	99.64947421131698	60
k141_13056	123702	Balanced	Prokaryote	Enterococcus faecalis	Prokaryote	100.0	99.99838321126579	60
k141_13057	178381	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.99215163049875	60
k141_1308	5268	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.46848899012907	60
k141_131	3615	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.46792879344449	97.89764868603042	60
k141_13149	119025	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.87914292188772	99.9831968073934	60
k141_13168	116581	Balanced	Prokaryote	Salmonella enterica	Prokaryote	99.94852833943845	99.98970672751135	60
k141_13185	572139	Balanced	Unresolved	Unresolved	Prokaryote	99.80344790700991	78.27713195569608	60
k141_13188	3700	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	96.87074829931973	99.32432432432432	60
k141_1322	5611	Balanced	Unresolved	Unresolved	Eukaryote	63.53187042842215	17.055783282837282	60
k141_13241	225480	Balanced	Prokaryote	Salmonella enterica	Prokaryote	99.93440472285995	99.99911300337058	60
k141_13243	84533	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	100.0	99.97397466078336	60
k141_13251	3026	Balanced	Unresolved	Unresolved	Eukaryote	94.04920212765957	99.20687376074025	60
k141_13267	184701	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.8278997272373	99.99025451946659	60
k141_13271	311864	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	98.59852832825806	99.9942282533412	60
k141_13293	64321	Balanced	Prokaryote	Salmonella enterica	Prokaryote	99.95647781145566	99.97823416924489	60
k141_13302	276505	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	99.99493617775464	99.98770365816169	60
k141_13307	25682	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	99.90653113681505	99.98053111128417	60
k141_13311	144601	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.93226430743711	99.98824351145566	60
k141_13312	32821	Balanced	Unresolved	Unresolved	Eukaryote	100.0	3.287529325736571	60
k141_13313	81046	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	97.47525202070658	94.69313723070849	60
k141_13314	49678	Balanced	Prokaryote	Salmonella enterica	Prokaryote	99.99775124243855	89.514473207456	60
k141_13315	6508	Balanced	Unresolved	Unresolved	Prokaryote	100.0	71.5580823601721	60
k141_13316	3134	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	100.0	83.43969368219528	60
k141_1333	210884	Balanced	Prokaryote	Pseudomonas aeruginosa	Prokaryote	99.89719342795959	99.98814514140474	60
k141_1350	3512	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	97.22301746349842	99.40205011389521	60
k141_1358	5069	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.44762280528704	60
k141_1373	6863	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.75229491476031	60
k141_1399	80625	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	99.79203545300372	99.98759689922481	60
k141_1403	67272	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.96581044119395	60
k141_1420	3759	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	99.0624162871685	99.30832668262836	60
k141_1465	8753	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.80578087512852	60
k141_1581	46382	Balanced	Prokaryote	Escherichia coli	Prokaryote	99.98274634977462	99.96765986805227	60
k141_16	5299	Balanced	Prokaryote	Lactobacillus fermentum	Prokaryote	99.64096749811036	99.8678996036988	60
k141_161	3227	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	99.71980074719801	99.53517198636504	60
k141_1610	75997	Balanced	Prokaryote	Bacillus subtilis	Prokaryote	100.0	99.97368317170414	60
k141_1642	3802	Balanced	Eukaryote	Saccharomyces cerevisiae	Eukaryote	98.52459016393442	96.26512361914781	60
k141_1673	3281	Balanced	Eukaryote	Saccharomyces cerevisiae	Prokaryote	99.69334559950936	99.39042974702834	60
k141_1681	126979	Balanced	Prokaryote	Staphylococcus aureus	Prokaryote	99.87490755747172	99.97479898250891	60
k141_1684	35468	Balanced	Prokaryote	Salmonella enterica	Prokaryote	100.0	99.99718055712191	60
k141_1692	56880	Balanced	Prokaryote	Escherichia coli	Prokaryote	100.0	99.957805907173	60
