FragmentID	FragmentLength	Species	DomainTruth	WithinSpeciesRank	SourceSequence	Start1	End1	Selection
FRAG|3000|Staphylococcus_aureus|Prokaryote|009|00001|Staphylococcus_aureus_chromosome|273001	3000	Staphylococcus aureus	Prokaryote	9	00001|Staphylococcus_aureus_chromosome	273001	276000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|010|00001|Staphylococcus_aureus_chromosome|309001	3000	Staphylococcus aureus	Prokaryote	10	00001|Staphylococcus_aureus_chromosome	309001	312000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|011|00001|Staphylococcus_aureus_chromosome|342001	3000	Staphylococcus aureus	Prokaryote	11	00001|Staphylococcus_aureus_chromosome	342001	345000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|012|00001|Staphylococcus_aureus_chromosome|378001	3000	Staphylococcus aureus	Prokaryote	12	00001|Staphylococcus_aureus_chromosome	378001	381000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|013|00001|Staphylococcus_aureus_chromosome|411001	3000	Staphylococcus aureus	Prokaryote	13	00001|Staphylococcus_aureus_chromosome	411001	414000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|014|00001|Staphylococcus_aureus_chromosome|447001	3000	Staphylococcus aureus	Prokaryote	14	00001|Staphylococcus_aureus_chromosome	447001	450000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|015|00001|Staphylococcus_aureus_chromosome|480001	3000	Staphylococcus aureus	Prokaryote	15	00001|Staphylococcus_aureus_chromosome	480001	483000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|016|00001|Staphylococcus_aureus_chromosome|516001	3000	Staphylococcus aureus	Prokaryote	16	00001|Staphylococcus_aureus_chromosome	516001	519000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|017|00001|Staphylococcus_aureus_chromosome|549001	3000	Staphylococcus aureus	Prokaryote	17	00001|Staphylococcus_aureus_chromosome	549001	552000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|018|00001|Staphylococcus_aureus_chromosome|585001	3000	Staphylococcus aureus	Prokaryote	18	00001|Staphylococcus_aureus_chromosome	585001	588000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|019|00001|Staphylococcus_aureus_chromosome|618001	3000	Staphylococcus aureus	Prokaryote	19	00001|Staphylococcus_aureus_chromosome	618001	621000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|020|00001|Staphylococcus_aureus_chromosome|654001	3000	Staphylococcus aureus	Prokaryote	20	00001|Staphylococcus_aureus_chromosome	654001	657000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|021|00001|Staphylococcus_aureus_chromosome|687001	3000	Staphylococcus aureus	Prokaryote	21	00001|Staphylococcus_aureus_chromosome	687001	690000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|022|00001|Staphylococcus_aureus_chromosome|723001	3000	Staphylococcus aureus	Prokaryote	22	00001|Staphylococcus_aureus_chromosome	723001	726000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|023|00001|Staphylococcus_aureus_chromosome|756001	3000	Staphylococcus aureus	Prokaryote	23	00001|Staphylococcus_aureus_chromosome	756001	759000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|024|00001|Staphylococcus_aureus_chromosome|792001	3000	Staphylococcus aureus	Prokaryote	24	00001|Staphylococcus_aureus_chromosome	792001	795000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|025|00001|Staphylococcus_aureus_chromosome|825001	3000	Staphylococcus aureus	Prokaryote	25	00001|Staphylococcus_aureus_chromosome	825001	828000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|026|00001|Staphylococcus_aureus_chromosome|861001	3000	Staphylococcus aureus	Prokaryote	26	00001|Staphylococcus_aureus_chromosome	861001	864000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|027|00001|Staphylococcus_aureus_chromosome|894001	3000	Staphylococcus aureus	Prokaryote	27	00001|Staphylococcus_aureus_chromosome	894001	897000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|028|00001|Staphylococcus_aureus_chromosome|927001	3000	Staphylococcus aureus	Prokaryote	28	00001|Staphylococcus_aureus_chromosome	927001	930000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|029|00001|Staphylococcus_aureus_chromosome|963001	3000	Staphylococcus aureus	Prokaryote	29	00001|Staphylococcus_aureus_chromosome	963001	966000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|030|00001|Staphylococcus_aureus_chromosome|996001	3000	Staphylococcus aureus	Prokaryote	30	00001|Staphylococcus_aureus_chromosome	996001	999000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|031|00001|Staphylococcus_aureus_chromosome|1032001	3000	Staphylococcus aureus	Prokaryote	31	00001|Staphylococcus_aureus_chromosome	1032001	1035000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|032|00001|Staphylococcus_aureus_chromosome|1065001	3000	Staphylococcus aureus	Prokaryote	32	00001|Staphylococcus_aureus_chromosome	1065001	1068000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|033|00001|Staphylococcus_aureus_chromosome|1101001	3000	Staphylococcus aureus	Prokaryote	33	00001|Staphylococcus_aureus_chromosome	1101001	1104000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|034|00001|Staphylococcus_aureus_chromosome|1134001	3000	Staphylococcus aureus	Prokaryote	34	00001|Staphylococcus_aureus_chromosome	1134001	1137000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|035|00001|Staphylococcus_aureus_chromosome|1170001	3000	Staphylococcus aureus	Prokaryote	35	00001|Staphylococcus_aureus_chromosome	1170001	1173000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|036|00001|Staphylococcus_aureus_chromosome|1203001	3000	Staphylococcus aureus	Prokaryote	36	00001|Staphylococcus_aureus_chromosome	1203001	1206000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|037|00001|Staphylococcus_aureus_chromosome|1239001	3000	Staphylococcus aureus	Prokaryote	37	00001|Staphylococcus_aureus_chromosome	1239001	1242000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|038|00001|Staphylococcus_aureus_chromosome|1272001	3000	Staphylococcus aureus	Prokaryote	38	00001|Staphylococcus_aureus_chromosome	1272001	1275000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|039|00001|Staphylococcus_aureus_chromosome|1308001	3000	Staphylococcus aureus	Prokaryote	39	00001|Staphylococcus_aureus_chromosome	1308001	1311000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|040|00001|Staphylococcus_aureus_chromosome|1341001	3000	Staphylococcus aureus	Prokaryote	40	00001|Staphylococcus_aureus_chromosome	1341001	1344000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|041|00001|Staphylococcus_aureus_chromosome|1377001	3000	Staphylococcus aureus	Prokaryote	41	00001|Staphylococcus_aureus_chromosome	1377001	1380000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|042|00001|Staphylococcus_aureus_chromosome|1410001	3000	Staphylococcus aureus	Prokaryote	42	00001|Staphylococcus_aureus_chromosome	1410001	1413000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|043|00001|Staphylococcus_aureus_chromosome|1446001	3000	Staphylococcus aureus	Prokaryote	43	00001|Staphylococcus_aureus_chromosome	1446001	1449000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|044|00001|Staphylococcus_aureus_chromosome|1479001	3000	Staphylococcus aureus	Prokaryote	44	00001|Staphylococcus_aureus_chromosome	1479001	1482000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|045|00001|Staphylococcus_aureus_chromosome|1515001	3000	Staphylococcus aureus	Prokaryote	45	00001|Staphylococcus_aureus_chromosome	1515001	1518000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|046|00001|Staphylococcus_aureus_chromosome|1548001	3000	Staphylococcus aureus	Prokaryote	46	00001|Staphylococcus_aureus_chromosome	1548001	1551000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|047|00001|Staphylococcus_aureus_chromosome|1584001	3000	Staphylococcus aureus	Prokaryote	47	00001|Staphylococcus_aureus_chromosome	1584001	1587000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|048|00001|Staphylococcus_aureus_chromosome|1617001	3000	Staphylococcus aureus	Prokaryote	48	00001|Staphylococcus_aureus_chromosome	1617001	1620000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|049|00001|Staphylococcus_aureus_chromosome|1653001	3000	Staphylococcus aureus	Prokaryote	49	00001|Staphylococcus_aureus_chromosome	1653001	1656000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|050|00001|Staphylococcus_aureus_chromosome|1686001	3000	Staphylococcus aureus	Prokaryote	50	00001|Staphylococcus_aureus_chromosome	1686001	1689000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|051|00001|Staphylococcus_aureus_chromosome|1722001	3000	Staphylococcus aureus	Prokaryote	51	00001|Staphylococcus_aureus_chromosome	1722001	1725000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|052|00001|Staphylococcus_aureus_chromosome|1755001	3000	Staphylococcus aureus	Prokaryote	52	00001|Staphylococcus_aureus_chromosome	1755001	1758000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|053|00001|Staphylococcus_aureus_chromosome|1791001	3000	Staphylococcus aureus	Prokaryote	53	00001|Staphylococcus_aureus_chromosome	1791001	1794000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|054|00001|Staphylococcus_aureus_chromosome|1824001	3000	Staphylococcus aureus	Prokaryote	54	00001|Staphylococcus_aureus_chromosome	1824001	1827000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|055|00001|Staphylococcus_aureus_chromosome|1857001	3000	Staphylococcus aureus	Prokaryote	55	00001|Staphylococcus_aureus_chromosome	1857001	1860000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|056|00001|Staphylococcus_aureus_chromosome|1893001	3000	Staphylococcus aureus	Prokaryote	56	00001|Staphylococcus_aureus_chromosome	1893001	1896000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|057|00001|Staphylococcus_aureus_chromosome|1926001	3000	Staphylococcus aureus	Prokaryote	57	00001|Staphylococcus_aureus_chromosome	1926001	1929000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|058|00001|Staphylococcus_aureus_chromosome|1962001	3000	Staphylococcus aureus	Prokaryote	58	00001|Staphylococcus_aureus_chromosome	1962001	1965000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|059|00001|Staphylococcus_aureus_chromosome|1995001	3000	Staphylococcus aureus	Prokaryote	59	00001|Staphylococcus_aureus_chromosome	1995001	1998000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|060|00001|Staphylococcus_aureus_chromosome|2031001	3000	Staphylococcus aureus	Prokaryote	60	00001|Staphylococcus_aureus_chromosome	2031001	2034000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|061|00001|Staphylococcus_aureus_chromosome|2064001	3000	Staphylococcus aureus	Prokaryote	61	00001|Staphylococcus_aureus_chromosome	2064001	2067000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|062|00001|Staphylococcus_aureus_chromosome|2100001	3000	Staphylococcus aureus	Prokaryote	62	00001|Staphylococcus_aureus_chromosome	2100001	2103000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|063|00001|Staphylococcus_aureus_chromosome|2133001	3000	Staphylococcus aureus	Prokaryote	63	00001|Staphylococcus_aureus_chromosome	2133001	2136000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|064|00001|Staphylococcus_aureus_chromosome|2169001	3000	Staphylococcus aureus	Prokaryote	64	00001|Staphylococcus_aureus_chromosome	2169001	2172000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|065|00001|Staphylococcus_aureus_chromosome|2202001	3000	Staphylococcus aureus	Prokaryote	65	00001|Staphylococcus_aureus_chromosome	2202001	2205000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|066|00001|Staphylococcus_aureus_chromosome|2238001	3000	Staphylococcus aureus	Prokaryote	66	00001|Staphylococcus_aureus_chromosome	2238001	2241000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|067|00001|Staphylococcus_aureus_chromosome|2271001	3000	Staphylococcus aureus	Prokaryote	67	00001|Staphylococcus_aureus_chromosome	2271001	2274000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|068|00001|Staphylococcus_aureus_chromosome|2307001	3000	Staphylococcus aureus	Prokaryote	68	00001|Staphylococcus_aureus_chromosome	2307001	2310000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|069|00001|Staphylococcus_aureus_chromosome|2340001	3000	Staphylococcus aureus	Prokaryote	69	00001|Staphylococcus_aureus_chromosome	2340001	2343000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|070|00001|Staphylococcus_aureus_chromosome|2376001	3000	Staphylococcus aureus	Prokaryote	70	00001|Staphylococcus_aureus_chromosome	2376001	2379000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|071|00001|Staphylococcus_aureus_chromosome|2409001	3000	Staphylococcus aureus	Prokaryote	71	00001|Staphylococcus_aureus_chromosome	2409001	2412000	80 evenly spaced non-overlapping exact-length fragments per species
FRAG|3000|Staphylococcus_aureus|Prokaryote|072|00001|Staphylococcus_aureus_chromosome|2445001	3000	Staphylococcus aureus	Prokaryote	72	00001|Staphylococcus_aureus_chromosome	2445001	2448000	80 evenly spaced non-overlapping exact-length fragments per species
