pubseedid	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	strain	species	genus	family	order	class	phylum	kingdom	host	ncbi taxonomy id	annotation version id	gcf id	img genome id	strain/species reference	reference category	ecotype	specific ecosystem	cultured	diseases	ecosystem	ecosystem category	ecosystem subtype	ecosystem type	gram staining	oxygen requirement	metabolism	motility	sample body subsite	genome size   * assembled	gene count   * assembled	gc count   * assembled	gc   * assembled	cds count   * assembled	cds %   * assembled	genome link	file	sample body site	refseq id	habitat	cell shape	id	summary_rank
			Bifidobacterium longum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	Human							0.0	0.0							Gram+	Anaerobe		Nonmotile	0.0								Bifidobacterium_longum.json	0.0			0.0	Bifidobacterium_longum	species
Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 (547043.8)	2.0	Bifidobacterium mongoliense DSM 21395	Bifidobacterium mongoliense	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	Human	1437603.0	547043.8	GCF_000771525.1	2695420510.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Engineered	Food production	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	Nonmotile	0.0	2148577.0	1837.0	1348987.0	63.0	1783.0	97.06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/771/525/GCF_000771525.1_DSM-21395	Bifidobacterium_mongoliense.json	0.0	GCF_000219455.1			Bifidobacterium_mongoliense	species
Bifidobacterium pseudocatenulatum DSM 20438 (547043.6)			Bifidobacterium pseudocatenulatum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	Human		547043.6					0.0	0.0	Yes	0.0					Gram+	Anaerobe		Nonmotile	0.0				56.0				Bifidobacterium_pseudocatenulatum.json	0.0			0.0	Bifidobacterium_pseudocatenulatum	species
	0.0	Bifidobacterium pseudolongum subsp. pseudolongum DSM 20099	Bifidobacterium pseudolongum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	Human	1437595.0		GCF_000771225.1	2663763404.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Mammals	Unclassified	Unclassified	Gram+	Anaerobe		Nonmotile	0.0	1899265.0	1637.0	1197980.0	63.0	1584.0	96.76	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/771/225/GCF_000771225.1_DSM-20099	Bifidobacterium_pseudolongum.json	0.0			0.0	Bifidobacterium_pseudolongum	species
	0.0		Bifidobacterium pullorum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram+	Anaerobe		Nonmotile	0.0				64.0				Bifidobacterium_pullorum.json	0.0			0.0	Bifidobacterium_pullorum	species
	0.0	Bifidobacterium ruminantium DSM 6489	Bifidobacterium ruminantium	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	Human	1410647.0		GCF_000770925.1	2558860117.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Anaerobe		Nonmotile		2218565.0	1897.0	1312344.0	59.0	1834.0	96.68	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/770/925/GCF_000770925.1_DSM-6489	Bifidobacterium_ruminantium.json				0.0	Bifidobacterium_ruminantium	species
	0.0	Bifidobacterium scardovii JCM 12489 = DSM 13734	Bifidobacterium scardovii	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	Human	1150461.0		GCF_001042635.1	2651869654.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Facultative anaerobe		Nonmotile	0.0	3133892.0	2595.0	2025658.0	65.0	2529.0	97.46	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/042/635/GCF_001042635.1_ASM104263v1	Bifidobacterium_scardovii.json	0.0			0.0	Bifidobacterium_scardovii	species
	0.0	Bifidobacterium sp. MSTE12	Bifidobacterium sp. MSTE12	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	Human	1161409.0		GCF_000513015.1	2558860922.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Anaerobe		Nonmotile	0.0	2595274.0	2256.0	1517996.0	58.0	2195.0	97.3	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/513/015/GCF_000513015.1_BspMSTE12v1.0	Bifidobacterium_sp__MSTE12.json		GCF_000513015.1		0.0	Bifidobacterium_sp__MSTE12	species
	0.0	Bifidobacterium thermacidophilum subsp. thermacidophilum DSM 15837	Bifidobacterium thermacidophilum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	Human	1121111.0		GCF_000771005.1	2524614678.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Engineered	Wastewater	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	Nonmotile	0.0	2223595.0	1795.0	1342920.0	60.0	1740.0	96.94	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/771/005/GCF_000771005.1_DSM-15837	Bifidobacterium_thermacidophilum.json	0.0				Bifidobacterium_thermacidophilum	species
Bifidobacterium thermophilum RBL67 (1254439.12)	2.0	Bifidobacterium thermophilum RBL67	Bifidobacterium thermophilum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	Human	1254439.0	1254439.12	GCF_000347695.1	2545824622.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Anaerobe		Nonmotile	0.0	2291643.0	1904.0	1377522.0	60.0	1845.0	96.9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/347/695/GCF_000347695.1_ASM34769v1	Bifidobacterium_thermophilum.json	0.0			0.0	Bifidobacterium_thermophilum	species
Bilophila sp. 4_1_30 (693988.3)	1.0	Bilophila sp. 4_1_30	Bilophila sp. 4_1_30	Bilophila	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	Human	693988.0	693988.3	GCF_000224655.1	2513237322.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Anaerobe	0.0	0	0.0	4470170.0	4172.0	2655060.0	59.0	4114.0	98.61	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/655/GCF_000224655.1_Bilophila_sp_4_1_30_V1	Bilophila_sp__4_1_30.json		GCF_000224655.1			Bilophila_sp__4_1_30	species
Bilophila wadsworthia 3_1_6 (563192.3)			Bilophila wadsworthia	Bilophila	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	Human		563192.3					0.0	0.0	Yes	0.0	Host-associated	Human			Gram-	Anaerobe	0.0	0					59.0				Bilophila_wadsworthia.json					Bilophila_wadsworthia	species
	0.0	Bittarella massiliensis	Bittarella massiliensis	Bittarella	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	1720313.0		GCF_001486165.1	2775506834.0	PMID:31477907	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	0	0.0	0	0.0	2803346.0	2676.0	1770118.0	63.0	2600.0	97.16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/486/165/GCF_001486165.1_Bittarella_massiliensis	Bittarella_massiliensis.json	0.0		0.0	0.0	Bittarella_massiliensis	species
	0.0	Blautia coccoides	Blautia coccoides	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Mouse	1532.0		GCF_002221555.2	2758568009.0	PMID:27670113	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Unclassified	Unclassified	Gram+	Anaerobe	0.0	0	0.0	5128582.0	4830.0	2343644.0	46.0	4712.0	97.56	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/221/555/GCF_002221555.2_ASM222155v2	Blautia_coccoides.json	0.0		0.0	0.0	Blautia_coccoides	species
	0.0	Blautia faecis	Blautia faecis	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	871665.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2221099/ERR2221099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2221099/ERR2221099_2.fastq.gz	Blautia_faecis.json	0.0		0.0	0.0	Blautia_faecis	species
	0.0	[Ruminococcus] gnavus	Blautia gnavus	Mediterraneibacter	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	33038.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	Nonmotile	0.0								Blautia_gnavus.json	0.0		0.0		Blautia_gnavus	species
Blautia hansenii DSM 20583 (537007.6)	2.0	Blautia hansenii DSM 20583	Blautia hansenii	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	537007.0	537007.6	GCF_002222595.2	2773857866.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	Nonmotile	0.0	3065949.0	3059.0	1197015.0	39.0	2955.0	96.6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/222/595/GCF_002222595.2_ASM222259v2	Blautia_hansenii.json					Blautia_hansenii	species
Blautia hydrogenotrophica DSM 10507 (476272.5)			Blautia hydrogenotrophica	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human		476272.5	GCF_000157975.1	643886199.0			0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0			3565428.0	3931.0	1606844.0	45.0	3869.0	98.42		Blautia_hydrogenotrophica.json					Blautia_hydrogenotrophica	species
	0.0		Blautia luti	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human															Gram+	Anaerobe											Blautia_luti.json		GCF_009707925.1			Blautia_luti	species
	0.0	Blautia massiliensis	Blautia massiliensis	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	1737424.0		GCF_001487165.1	2681813238.0	PMID:31477907	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Anaerobe	0.0	0	0.0	3713113.0	3437.0	1633184.0	44.0	3346.0	97.35	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/487/165/GCF_001487165.1_Blautia_massiliensis1	Blautia_massiliensis.json	0.0	GCF_001487165.1	0.0	0.0	Blautia_massiliensis	species
	0.0	Blautia	Blautia nov. ERR1022275	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1022275/ERR1022275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1022275/ERR1022275_2.fastq.gz	Blautia_nov__ERR1022275.json	0.0		0.0	0.0	Blautia_nov__ERR1022275	species
	0.0	Blautia	Blautia nov. ERR1022294	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1022294/ERR1022294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1022294/ERR1022294_2.fastq.gz	Blautia_nov__ERR1022294.json	0.0		0.0	0.0	Blautia_nov__ERR1022294	species
	0.0	Blautia	Blautia nov. ERR1022295	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1022295/ERR1022295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1022295/ERR1022295_2.fastq.gz	Blautia_nov__ERR1022295.json	0.0		0.0	0.0	Blautia_nov__ERR1022295	species
	0.0	Blautia	Blautia nov. ERR1022302	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1022302/ERR1022302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1022302/ERR1022302_2.fastq.gz	Blautia_nov__ERR1022302.json	0.0		0.0	0.0	Blautia_nov__ERR1022302	species
	0.0	Blautia	Blautia nov. ERR1022306	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1022306/ERR1022306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1022306/ERR1022306_2.fastq.gz	Blautia_nov__ERR1022306.json	0.0		0.0	0.0	Blautia_nov__ERR1022306	species
	0.0	Blautia	Blautia nov. ERR1022338	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1022338/ERR1022338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1022338/ERR1022338_2.fastq.gz	Blautia_nov__ERR1022338.json	0.0		0.0	0.0	Blautia_nov__ERR1022338	species
	0.0	Blautia	Blautia nov. ERR1022339	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1022339/ERR1022339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1022339/ERR1022339_2.fastq.gz	Blautia_nov__ERR1022339.json	0.0		0.0	0.0	Blautia_nov__ERR1022339	species
	0.0	Blautia	Blautia nov. ERR1022340	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1022340/ERR1022340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/000/ERR1022340/ERR1022340_2.fastq.gz	Blautia_nov__ERR1022340.json	0.0		0.0	0.0	Blautia_nov__ERR1022340	species
	0.0	Blautia	Blautia nov. ERR1022378	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1022378/ERR1022378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1022378/ERR1022378_2.fastq.gz	Blautia_nov__ERR1022378.json	0.0		0.0	0.0	Blautia_nov__ERR1022378	species
	0.0	Blautia	Blautia nov. ERR1022424	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1022424/ERR1022424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1022424/ERR1022424_2.fastq.gz	Blautia_nov__ERR1022424.json	0.0		0.0	0.0	Blautia_nov__ERR1022424	species
	0.0	Blautia	Blautia nov. ERR1022426	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1022426/ERR1022426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1022426/ERR1022426_2.fastq.gz	Blautia_nov__ERR1022426.json	0.0		0.0	0.0	Blautia_nov__ERR1022426	species
	0.0	Blautia	Blautia nov. ERR1022435	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1022435/ERR1022435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1022435/ERR1022435_2.fastq.gz	Blautia_nov__ERR1022435.json	0.0		0.0	0.0	Blautia_nov__ERR1022435	species
	0.0	Blautia	Blautia nov. ERR1203955	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/005/ERR1203955/ERR1203955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/005/ERR1203955/ERR1203955_2.fastq.gz	Blautia_nov__ERR1203955.json	0.0		0.0	0.0	Blautia_nov__ERR1203955	species
	0.0	Blautia	Blautia nov. ERR1204049	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/009/ERR1204049/ERR1204049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/009/ERR1204049/ERR1204049_2.fastq.gz	Blautia_nov__ERR1204049.json	0.0		0.0	0.0	Blautia_nov__ERR1204049	species
	0.0	Blautia	Blautia nov. ERR1204065	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/005/ERR1204065/ERR1204065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR120/005/ERR1204065/ERR1204065_2.fastq.gz	Blautia_nov__ERR1204065.json	0.0		0.0	0.0	Blautia_nov__ERR1204065	species
	0.0	Blautia	Blautia nov. ERR2221143	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2221143/ERR2221143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2221143/ERR2221143_2.fastq.gz	Blautia_nov__ERR2221143.json	0.0		0.0	0.0	Blautia_nov__ERR2221143	species
	0.0	Blautia	Blautia nov. ERR2221170	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2221170/ERR2221170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2221170/ERR2221170_2.fastq.gz	Blautia_nov__ERR2221170.json	0.0		0.0	0.0	Blautia_nov__ERR2221170	species
	0.0	Blautia	Blautia nov. ERR2221260	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2221260/ERR2221260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2221260/ERR2221260_2.fastq.gz	Blautia_nov__ERR2221260.json	0.0		0.0	0.0	Blautia_nov__ERR2221260	species
	0.0	Blautia	Blautia nov. ERR2221265	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2221265/ERR2221265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2221265/ERR2221265_2.fastq.gz	Blautia_nov__ERR2221265.json	0.0		0.0	0.0	Blautia_nov__ERR2221265	species
	0.0	Blautia	Blautia nov. ERR2221269	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2221269/ERR2221269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2221269/ERR2221269_2.fastq.gz	Blautia_nov__ERR2221269.json	0.0		0.0	0.0	Blautia_nov__ERR2221269	species
	0.0	Blautia	Blautia nov. ERR2221270	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2221270/ERR2221270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2221270/ERR2221270_2.fastq.gz	Blautia_nov__ERR2221270.json	0.0		0.0	0.0	Blautia_nov__ERR2221270	species
	0.0	Blautia	Blautia nov. ERR2221279	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2221279/ERR2221279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2221279/ERR2221279_2.fastq.gz	Blautia_nov__ERR2221279.json	0.0		0.0	0.0	Blautia_nov__ERR2221279	species
	0.0	Blautia	Blautia nov. ERR2221370	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2221370/ERR2221370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2221370/ERR2221370_2.fastq.gz	Blautia_nov__ERR2221370.json	0.0		0.0	0.0	Blautia_nov__ERR2221370	species
	0.0	Blautia	Blautia nov. ERR2221404	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/004/ERR2221404/ERR2221404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/004/ERR2221404/ERR2221404_2.fastq.gz	Blautia_nov__ERR2221404.json	0.0		0.0	0.0	Blautia_nov__ERR2221404	species
	0.0	Blautia	Blautia nov. ERR2221410	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2221410/ERR2221410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2221410/ERR2221410_2.fastq.gz	Blautia_nov__ERR2221410.json	0.0		0.0	0.0	Blautia_nov__ERR2221410	species
	0.0	Blautia	Blautia nov. ERR2230061	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/001/ERR2230061/ERR2230061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/001/ERR2230061/ERR2230061_2.fastq.gz	Blautia_nov__ERR2230061.json	0.0		0.0	0.0	Blautia_nov__ERR2230061	species
	0.0	Blautia	Blautia nov. ERR2230064	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/004/ERR2230064/ERR2230064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/004/ERR2230064/ERR2230064_2.fastq.gz	Blautia_nov__ERR2230064.json	0.0		0.0	0.0	Blautia_nov__ERR2230064	species
	0.0	Blautia	Blautia nov. ERR2230066	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/006/ERR2230066/ERR2230066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/006/ERR2230066/ERR2230066_2.fastq.gz	Blautia_nov__ERR2230066.json	0.0		0.0	0.0	Blautia_nov__ERR2230066	species
	0.0	Blautia	Blautia nov. ERR2230067	Blautia	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	572511.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/007/ERR2230067/ERR2230067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR223/007/ERR2230067/ERR2230067_2.fastq.gz	Blautia_nov__ERR2230067.json	0.0		0.0	0.0	Blautia_nov__ERR2230067	species
