Gene ID	EC#	dbCAN_hmm	dbCAN_sub	DIAMOND	#ofTools	Recommend Results	Substrate
megahit-co__c008019_27	-	-	-	GH13_11	1	-	-
megahit-co__c008019_37	2.4.1.25:4;3.2.1.68:71|3.2.1.68:15	GH13_11(167-522)	CBM48_e3(14-107)+GH13_e48(166-522)	CBM48+GH13_11	3	CBM48_e3|GH13_11	alpha-glucan
megahit-co__c008032_2	-	GT119(32-380)	GT119_e64(32-379)	GT119	3	GT119_e64	peptidoglycan
megahit-co__c008048_1	-	GH13(326-694)	GH13_e270(331-693)	AAM71550.1+GH13	3	GH13_e270	-
megahit-co__c008063_3	-	GH186(37-325)	GH186_e11(34-325)	GH186	3	GH186_e11	beta-glucan
megahit-co__c008086_11	-	-	-	GH3	1	-	-
megahit-co__c008086_2	-	GH13_20(52-355)	GH13_e157(52-355)	GH13_20	3	GH13_20	-
megahit-co__c008086_45	-	-	-	CBM50	1	-	-
megahit-co__c008086_5	-	GH23(680-808)	GH23_e934(680-807)	GH23	3	GH23_e934	-
megahit-co__c008086_52	-	AA12(71-413)	AA12_e7(75-413)	-	2	AA12_e7	polyphenol
megahit-co__c008086_59	-	-	-	GT2	1	-	-
megahit-co__c008086_66	-	GT2(22-172)	GT2(22-172)	GT2	3	GT2	-
megahit-co__c008089_2	-	-	CBM13_e294(2-111)	-	1	-	xylan
megahit-co__c008098_15	-	-	-	GT22	1	-	-
megahit-co__c008119_3	-	GT2(4-170)	GT2(1-337)	GT2	3	GT2	-
megahit-co__c008128_46	-	-	-	CBM50	1	-	-
megahit-co__c008128_50	-	-	-	GH92	1	-	-
megahit-co__c008128_53	-	CBM9(805-1032)	-	-	1	-	-
megahit-co__c008128_6	-	GH177(49-434)	GH179_e0(63-208)	-	2	GH179_e0	chitin
megahit-co__c008131_2	-	GT2(54-225)	GT2(54-339)	GT2	3	GT2	-
megahit-co__c008145_1	-	-	GT1_e1061(5-357)	GT1	2	GT1_e1061	-
megahit-co__c008146_19	-	-	-	GH152	1	-	-
megahit-co__c008152_1	-	-	-	GT4	1	-	-
megahit-co__c008155_16	-	GT119(114-457)	GT119_e65(113-456)	GT119	3	GT119_e65	peptidoglycan
megahit-co__c008160_10	-	GH179(58-189)	GH179_e1(54-186)	-	2	GH179_e1	chitin
megahit-co__c008165_1	-	CE13(69-232)	-	-	1	-	-
megahit-co__c008167_2	-	GT5(2-456)	GT5_e15(2-456)	GT5	3	GT5_e15	-
megahit-co__c008169_2	-	GH103(56-341)	GH103_e29(56-341)	AAN70374.1+GH103	3	GH103_e29	peptidoglycan
megahit-co__c008180_5	-	-	-	GH24	1	-	-
megahit-co__c008182_1	-	-	GH36_e18(131-361)	GH36	2	GH36_e18	-
megahit-co__c008222_1	-	-	-	GT0	1	-	-
megahit-co__c008228_1	-	GT2(4-166)	GT2(4-166)	GT2	3	GT2	-
megahit-co__c008231_1	-	GH186(38-377)	GH186_e0(41-378)	GH186	3	GH186_e0	beta-glucan
megahit-co__c008237_1	-	-	-	GT2	1	-	-
megahit-co__c008242_9	-	GT66(22-556)	GT66_e28(22-556)	GT66	3	GT66_e28	-
megahit-co__c008252_42	-	CE13(67-246)	-	-	1	-	-
megahit-co__c008263_2	-	GT2(5-141)	GT2(5-173)	GT2	3	GT2	-
megahit-co__c008265_2	-	GT2(5-125)	GT2(5-127)	GT2	3	GT2	-
megahit-co__c008268_1	3.2.1.52:2	GH20(106-351)	GH20_e22(106-355)	GH20	3	GH20_e22	host glycan
megahit-co__c008280_2	-	GT51(49-156)	GT51_e277(49-156)	-	2	GT51_e277	-
megahit-co__c008286_1	3.2.1.68:3|2.4.1.25:4;3.2.1.68:65	CBM48(25-116)+GH13_11(196-366)	CBM48_e98(24-117)+GH13_e328(195-366)	CBM48+GH13_11	3	CBM48_e98|GH13_11	alpha-glucan
megahit-co__c008287_1	-	-	GT4_e3830(198-283)	GT4	2	GT4_e3830	-
megahit-co__c008289_1	-	-	-	GT28	1	-	-
megahit-co__c008300_1	-	-	-	GT2	1	-	-
megahit-co__c008309_3	-	-	GT2(18-243)	GT2	2	GT2	-
megahit-co__c008315_1	-	GT51(55-218)	GT51_e271(55-218)	GT51	3	GT51_e271	-
megahit-co__c008328_1	2.4.1.25:5	GH77(2-644)	GH77_e22(2-644)	CBM20+GH77	3	GH77_e22	alpha-glucan
megahit-co__c008359_1	-	-	-	GT2	1	-	-
megahit-co__c008380_20	3.2.1.4:2	GH5_25(213-491)	GH5_e211(213-491)	GH5_25	3	GH5_25	beta-glucan
megahit-co__c008380_3	-	GH109(43-187)	GH177_e10(45-191)	-	2	GH177_e10	host glycan
megahit-co__c008388_2	-	-	-	GH29	1	-	-
megahit-co__c008397_1	-	-	-	GT4	1	-	-
megahit-co__c008418_27	-	-	-	GT50	1	-	-
megahit-co__c008430_2	-	GH97(19-654)	GH97_e69(24-653)	GH97	3	GH97_e69	-
megahit-co__c008432_1	-	-	-	GH84	1	-	-
megahit-co__c008442_2	-	CE4(88-206)	CE4_e369(90-206)	CE4	3	CE4_e369	-
megahit-co__c008447_1	-	-	-	GT1	1	-	-
megahit-co__c008447_16	-	-	-	GH101	1	-	-
megahit-co__c008447_26	-	-	-	GT2	1	-	-
megahit-co__c008471_1	-	-	-	GT2	1	-	-
megahit-co__c008480_39	-	CE4(28-134)	CE4_e420(32-137)	CE4	3	CE4_e420	-
megahit-co__c008484_12	-	-	-	CE20	1	-	-
megahit-co__c008488_1	-	-	GT2(5-108)	AAM71563.1+GT2	2	GT2	-
megahit-co__c008490_1	-	GT30(35-124)	GT30_e35(35-125)	-	2	GT30_e35	-
megahit-co__c008506_1	3.2.1.199:4	GH188(14-204)	GH188_e0(14-204)	-	2	GH188_e0	glycolipid
megahit-co__c008510_1	-	-	-	GH43_4	1	-	-
megahit-co__c008527_2	-	-	GT4_e2698(231-293)	GT4	2	GT4_e2698	-
megahit-co__c008542_1	-	GH146(1-326)	GH146_e41(1-326)	GH146	3	GH146_e41	arabinan
megahit-co__c008551_1	-	GT21(46-280)	GT21_e73(46-264)	GT0	3	GT21_e73	-
megahit-co__c008551_4	-	GT21(42-257)	GT21_e73(42-255)	GT0	3	GT21_e73	-
megahit-co__c008557_7	-	-	GT2(33-257)	GT2	2	GT2	-
megahit-co__c008557_9	-	-	GT2(35-164)	GT2	2	GT2	-
megahit-co__c008579_2	-	-	-	GT119	1	-	-
megahit-co__c008581_6	-	-	-	GH57_3	1	-	-
megahit-co__c008582_3	3.2.1.83:7	GH16_17(44-303)	GH16_e175(44-303)	GH16_17	3	GH16_17	carrageenan
megahit-co__c008588_20	-	AA7(65-252)	AA7_e9(65-250)	-	2	AA7_e9	-
megahit-co__c008609_4	-	-	GT2(258-434)	GT2	2	GT2	-
megahit-co__c008631_2	-	GT8(4-254)	GT8_e125(6-253)	GT8	3	GT8_e125	-
megahit-co__c008653_4	-	GH179(27-248)	GH179_e0(27-195)	-	2	GH179_e0	chitin
megahit-co__c008664_19	-	GT28(186-347)	GT28_e19(186-347)	GT28	3	GT28_e19	-
megahit-co__c008681_26	-	GH10(58-362)	GH10_e165(59-371)	GH10	3	GH10_e165	-
megahit-co__c008685_1	-	-	-	GT2	1	-	-
megahit-co__c008686_1	-	-	-	AA3_2+AA3_2	1	-	-
megahit-co__c008705_2	-	GT83(7-389)	GT83_e139(8-389)	GT83	3	GT83_e139	-
megahit-co__c008728_1	-	-	AA2_e20(77-173)	AA0	2	AA2_e20	lignin
megahit-co__c008729_2	-	GH13_20(183-452)	GH13_e38(183-452)	GH13	3	GH13_20	-
megahit-co__c008737_10	-	GT2(5-143)	GT2(5-169)	GT2	3	GT2	-
megahit-co__c008762_2	3.2.1.199:4	GH188(6-234)	GH188_e0(6-232)	-	2	GH188_e0	glycolipid
megahit-co__c008770_13	-	GT1(42-420)	GT1_e493(10-420)	GT1	3	GT1_e493	-
megahit-co__c008770_28	-	CE1(318-452)	-	-	1	-	-
megahit-co__c008771_1	-	GT4(53-195)	GT4_e6385(54-194)	GT4	3	GT4_e6385	-
megahit-co__c008777_1	-	-	GT2(6-79)	-	1	-	-
megahit-co__c008788_1	-	-	-	GH0	1	-	-
megahit-co__c008793_1	2.4.1.18:4|2.4.1.18:14	CBM48(38-118)+GH13_9(192-320)	CBM48_e134(34-125)+GH13_e200(192-320)	CBM48+GH13_9	3	CBM48_e134|GH13_9	alpha-glucan
megahit-co__c008823_1	-	GH23(491-623)	GH23_e1295(492-618)	GH23	3	GH23_e1295	-
megahit-co__c008839_1	-	GH188(12-237)	-	-	1	-	-
megahit-co__c008841_4	-	GH57_5(15-362)	GH57_e25(14-363)	GH57_5	3	GH57_5	-
megahit-co__c008848_3	-	AA12(4-364)	AA12_e12(3-364)	-	2	AA12_e12	polyphenol
megahit-co__c008889_36	-	AA4(11-542)	AA4_e3(12-541)	-	2	AA4_e3	lignin
megahit-co__c008889_4	-	GT4(192-336)	GT4_e8565(192-333)	GT4	3	GT4_e8565	-
megahit-co__c008889_6	-	GT4(196-332)	GT4_e26(195-332)	GT4	3	GT4_e26	-
megahit-co__c008889_7	-	GT4(177-316)	GT4_e1141(175-325)	GT4	3	GT4_e1141	-
megahit-co__c008889_9	-	GT5(11-490)	GT5_e46(11-489)	GT5	3	GT5_e46	-
megahit-co__c008896_4	-	-	-	GT1	1	-	-
megahit-co__c008911_1	-	-	-	CBM48+GH13_9	1	-	-
megahit-co__c008914_10	-	GT2(7-173)	GT2(8-173)	GT2	3	GT2	-
megahit-co__c008914_19	-	GH130_6(5-294)	GH130_e43(5-293)	GH130_6	3	GH130_6	beta-mannan
megahit-co__c008914_20	-	GH130_6(15-311)	GH130_e37(15-311)	GH130_6	3	GH130_6	beta-mannan
megahit-co__c008914_52	-	-	-	CBM50	1	-	-
megahit-co__c008914_72	-	CE20(82-198)+CE20(383-515)	CE20_e27(82-519)	CE20	3	CE20_e27	xyloglucan
megahit-co__c008914_73	-	CE4(12-134)	CE4_e17(12-126)	-	2	CE4_e17	-
megahit-co__c008914_74	3.2.1.8:2	GH10(76-353)	GH10_e191(33-352)	GH10	3	GH10_e191	xylan
megahit-co__c008914_75	2.4.1.25:4;2.4.1.-:5	GH13_48(133-242)	GH13_e458(131-532)	GH13	3	GH13_48	alpha-glucan
megahit-co__c008914_84	-	GT4(226-378)	GT4_e1544(229-377)	GT4	3	GT4_e1544	-
megahit-co__c008914_88	-	CE14(82-241)	CE14_e91(82-241)	-	2	CE14_e91	-
megahit-co__c008931_2	-	-	-	GH92	1	-	-
megahit-co__c008935_1	-	PL1_4(2-98)	PL1_e12(2-97)	PL1_4	3	PL1_4	-
megahit-co__c008935_2	-	PL4_1(18-463)	PL4_e0(19-464)	PL4_1	3	PL4_1	pectin
megahit-co__c008941_1	-	-	-	GH13_48	1	-	-
megahit-co__c008955_2	-	-	-	GT2	1	-	-
megahit-co__c008984_7	-	GT94(53-345)	GT94_e18(53-319)	GT4	3	GT94_e18	-
megahit-co__c008984_8	-	GT2(7-176)	GT2(7-194)	GT2	3	GT2	-
megahit-co__c008987_11	-	-	-	CBM0	1	-	-
megahit-co__c008987_13	-|-	CBM48(45-125)+GH13_9(183-479)	CBM48_e87(45-125)+GH13_e489(183-479)	CBM48+GH13	3	CBM48_e87|GH13_9	alpha-glucan
megahit-co__c008987_3	-	-	-	GH10	1	-	-
megahit-co__c008999_2	-	-	GT83_e58(1-147)	GT83	2	GT83_e58	-
megahit-co__c009008_1	-	GT9(1-127)	-	-	1	-	-
megahit-co__c009023_11	3.2.1.37:15;3.2.1.55:3	GH3(80-306)	GH3_e88(80-306)	GH3	3	GH3_e88	arabinan;xylan
megahit-co__c009024_1	-	-	-	GT2	1	-	-
megahit-co__c009024_2	-	-	-	GH75	1	-	-
megahit-co__c009043_4	-	-	-	GH13_26	1	-	-
megahit-co__c009047_1	-	-	-	GT4	1	-	-
megahit-co__c009047_2	-	GT4(190-313)	GT4_e1078(192-311)	GT4	3	GT4_e1078	-
megahit-co__c009053_4	-	-	-	PL8_4+PL8_4	1	-	-
megahit-co__c009054_1	-	-	-	GT4	1	-	-
megahit-co__c009060_1	-	GT2(39-247)	GT2(42-277)	GT2	3	GT2	-
megahit-co__c009071_2	-	CE4(45-148)	CE4_e44(43-135)	-	2	CE4_e44	-
megahit-co__c009074_2	3.2.1.99:8	GH43_4(55-421)	GH43_e38(55-421)	GH43_4	3	GH43_4	arabinan
megahit-co__c009077_2	-	-	-	GT30	1	-	-
megahit-co__c009079_3	-	GH20(161-368)	GH20_e38(160-371)	GH20	3	GH20_e38	-
megahit-co__c009081_1	-	-	GH94_e17(1-333)	GH94	2	GH94_e17	-
megahit-co__c009087_238	-	GT2(67-202)	GT2(67-189)	GT2	3	GT2	-
megahit-co__c009087_272	-	-	-	GT31	1	-	-
megahit-co__c009087_304	2.4.1.1:9	GT35(273-622)	GT35_e7(125-643)	GT35	3	GT35_e7	-
megahit-co__c009087_412	-	GH57_5(7-421)	GH57_e52(7-421)	GH57_5	3	GH57_5	-
megahit-co__c009087_444	-	-	-	CBM13	1	-	-
megahit-co__c009087_46	-	-	-	GT33	1	-	-
megahit-co__c009087_515	-	-	-	GH101	1	-	-
megahit-co__c009098_7	-	GT83(4-323)	GT83_e69(17-318)	-	2	GT83_e69	-
megahit-co__c009116_5	-	-	CBM50_e27(294-336)	CBM50	2	CBM50_e27	chitin
megahit-co__c009123_1	-|-	-	CBM60_e4(205-326)+CBM60_e4(335-455)	CBM60	2	CBM60_e4|CBM60_e4	xylan
megahit-co__c009143_1	-	-	GT2(6-72)	GT2	2	GT2	-
megahit-co__c009150_6	-	-	-	GT57	1	-	-
megahit-co__c009160_21	-	-	-	GH101	1	-	-
megahit-co__c009160_24	-	-	-	CBM50	1	-	-
megahit-co__c009160_30	-	-	-	CBM6	1	-	-
megahit-co__c009163_2	-	GH177(43-280)	GH179_e0(13-186)	-	2	GH179_e0	chitin
megahit-co__c009171_1	-	GT122(1-316)	GT122_e76(3-314)	GT122	3	GT122_e76	bacterial outer membrane (OM) polysaccharides
megahit-co__c009174_1	-	-	-	GH165	1	-	-
megahit-co__c009175_1	-	-	-	GT2	1	-	-
megahit-co__c009177_2	-	GT119(8-147)	GT119_e22(7-145)	-	2	GT119_e22	peptidoglycan
megahit-co__c009184_3	-	GT2(8-182)	GT2(8-190)	AAM73425.1+GT2	3	GT2	-
megahit-co__c009184_4	-	GT4(122-271)	GT4_e558(123-270)	AAM73426.1+GT4	3	GT4_e558	-
megahit-co__c009184_7	-	-	-	GT4	1	-	-
megahit-co__c009185_1	2.4.1.230:11	GH65(1-368)	GH65_e4(1-367)	GH65	3	GH65_e4	alpha-glucan
megahit-co__c009208_1	-	CE21(255-463)	CE21_e1(255-463)	CE21+GH166	3	CE21_e1	-
megahit-co__c009212_2	-	GT4(175-319)	GT4_e307(176-319)	AAM71472.1+GT4	3	GT4_e307	-
megahit-co__c009228_3	-	GH177(42-198)	GH177_e4(44-189)	-	2	GH177_e4	host glycan
megahit-co__c009229_4	-	-	-	GH18	1	-	-
megahit-co__c009242_1	-	GT4(77-223)	GT4_e5612(74-221)	GT4	3	GT4_e5612	-
megahit-co__c009242_2	-	-	-	GT4	1	-	-
megahit-co__c009246_2	-	-	-	GH31_4+GH31_4	1	-	-
megahit-co__c009255_1	-	GT117(19-217)	GT117_e7(38-217)	GT117	3	GT117_e7	-
megahit-co__c009263_1	-	GH13_3(188-364)	GH13_e41(187-365)	AAM73306.1+GH13_3	3	GH13_3	-
megahit-co__c009266_2	-	GT2(4-140)	GT2(4-202)	GT2	3	GT2	-
megahit-co__c009267_2	-|-	CE4(409-547)	GT4_e5524(167-275)+CE4_e371(409-548)	CE4+GT4	3	GT4_e5524|CE4_e371	-
megahit-co__c009268_2	-	AA3_2(10-534)	AA3_e57(10-532)	AA3_2	3	AA3_2	-
megahit-co__c009278_1	-	-	-	CE0	1	-	-
megahit-co__c009278_2	-	-	-	CE0	1	-	-
megahit-co__c009278_3	-	GH177(53-404)	GH177_e3(54-404)	GH177	3	GH177_e3	host glycan
megahit-co__c009278_4	3.2.1.199:4	GH188(12-211)	GH188_e0(15-214)	-	2	GH188_e0	glycolipid
megahit-co__c009282_1	-	-	-	GT2	1	-	-
megahit-co__c009290_14	-	-	-	CBM50	1	-	-
megahit-co__c009293_17	-	GH43_26(43-342)	GH43_e98(43-342)	GH43_26	3	GH43_26	-
megahit-co__c009293_20	-	-	-	GH33	1	-	-
megahit-co__c009295_1	-	-	GH18_e13(1-93)	GH18	2	GH18_e13	-
megahit-co__c009309_3	-	GH19_1(48-144)	GH19_e144(46-144)	GH19_1	3	GH19_1	-
megahit-co__c009348_2	3.2.1.3:2	GH15(394-838)	GH15_e5(395-837)	GH15	3	GH15_e5	alpha-glucan
megahit-co__c009355_108	2.4.1.25:21	GH77(11-481)	GH77_e26(11-491)	GH77	3	GH77_e26	alpha-glucan
megahit-co__c009355_16	-	-	-	CE14	1	-	-
megahit-co__c009355_20	-	-	-	GT2	1	-	-
megahit-co__c009355_46	-	-	-	GT1	1	-	-
megahit-co__c009355_60	-	GT4(238-389)	GT4_e2964(238-389)	GT4	3	GT4_e2964	-
megahit-co__c009355_8	-	GH99(58-302)	GH99_e12(33-305)	GH99	3	GH99_e12	host glycan
megahit-co__c009372_9	-	-	-	GT2	1	-	-
megahit-co__c009383_2	-	GT4(200-342)	GT4_e323(205-342)	GT4	3	GT4_e323	-
megahit-co__c009403_10	-	-	-	GT1	1	-	-
megahit-co__c009403_4	-	-	-	GT34	1	-	-
megahit-co__c009413_2	-	AA4(5-220)	-	-	1	-	-
megahit-co__c009417_1	-	-	-	GH1	1	-	-
megahit-co__c009425_1	-	-	AA4_e3(4-241)	-	1	-	lignin
megahit-co__c009429_10	-	-	-	GT0	1	-	-
megahit-co__c009444_1	-	-	-	GH13_40+GH13_40	1	-	-
megahit-co__c009475_4	-	-	-	GT47	1	-	-
megahit-co__c009478_2	-	GT2(7-115)	GT2(6-122)	GT2	3	GT2	-
megahit-co__c009479_2	-	-	-	CBM50	1	-	-
megahit-co__c009493_3	-	GH186(37-422)	GH186_e11(35-423)	GH186	3	GH186_e11	beta-glucan
megahit-co__c009514_1	-	GT2(6-119)	GT2(6-124)	-	2	GT2	-
megahit-co__c009519_2	-	-	-	GT7	1	-	-
megahit-co__c009551_2	-	-	-	GH0	1	-	-
megahit-co__c009561_2	-	-	-	GT1	1	-	-
megahit-co__c009571_2	-	-	GT4_e7411(1-98)	-	1	-	-
megahit-co__c009576_18	-	GT2(63-329)	GT2(62-329)	GT2	3	GT2	-
megahit-co__c009584_1	-	GT28(220-351)	GT28_e150(222-351)	GT28	3	GT28_e150	-
megahit-co__c009587_6	-	-	-	CBM47	1	-	-
megahit-co__c009592_1	-	-	GH23_e1281(1-122)	GH23	2	GH23_e1281	-
megahit-co__c009612_2	-	GT2(12-191)	GT2(13-235)	GT2	3	GT2	-
megahit-co__c009612_29	-	-	-	GT1	1	-	-
megahit-co__c009612_6	2.4.1.-:10	GT4(199-347)	GT4_e4078(198-347)	GT4	3	GT4_e4078	-
megahit-co__c009613_1	-	-	-	GH101	1	-	-
megahit-co__c009615_1	-	-	-	GH31_9	1	-	-
megahit-co__c009618_1	-	-	GT2(1-80)	GT2	2	GT2	-
megahit-co__c009620_17	-	GH24(2-117)	GH24_e377(1-115)	-	2	GH24_e377	peptidoglycan
megahit-co__c009621_5	-	-	-	GT2	1	-	-
megahit-co__c009630_1	-	-	-	GT35	1	-	-
megahit-co__c009645_1	-	GH141(28-255)	GH141_e20(1-255)	GH141	3	GH141_e20	-
megahit-co__c009646_5	-	-	-	GT2	1	-	-
megahit-co__c009647_6	-	-	-	GH76	1	-	-
megahit-co__c009647_8	-	GH3(62-283)	GH3_e420(62-283)	GH3	3	GH3_e420	-
megahit-co__c009647_9	-	-	PL11_e5(8-176)	CBM2+PL11_1	2	PL11_e5	pectin
megahit-co__c009651_1	-	-	-	GT2	1	-	-
megahit-co__c009656_2	-	-	-	GH36	1	-	-
megahit-co__c009658_5	-	-	-	GT1	1	-	-
megahit-co__c009661_4	-	GH33(41-346)	GH33_e27(45-344)	GH33	3	GH33_e27	host glycan
megahit-co__c009662_2	-	GT51(115-287)	GT51_e125(116-287)	GT51	3	GT51_e125	-
megahit-co__c009662_8	-	GT2(5-122)	GT2(5-244)	GT2	3	GT2	-
megahit-co__c009674_1	-	-	-	GT1	1	-	-
megahit-co__c009675_2	-	-	GT76_e12(56-179)	GT0	2	GT76_e12	-
megahit-co__c009687_35	-	-	GT121_e393(295-431)	GT121	2	GT121_e393	bacterial outer membrane (OM) polysaccharides
megahit-co__c009687_4	3.2.1.41:4|3.2.1.1:3;3.2.1.41:25;3.2.1.68:3	GH13_13(306-701)	CBM48_e99(139-237)+GH13_e248(304-702)	CBM48+GH13_13	3	CBM48_e99|GH13_13	alpha-glucan
megahit-co__c009706_2	-	AA6(11-165)	AA6_e12(45-150)	-	2	AA6_e12	lignin
megahit-co__c009709_3	-	-	GT4_e2254(227-373)	GT4	2	GT4_e2254	-
megahit-co__c009735_5	-	GT2(9-177)	GT2(9-176)	GT2	3	GT2	-
megahit-co__c009740_1	-	-	-	GT2	1	-	-
megahit-co__c009745_61	-	GT102(52-287)	GT102_e12(51-285)	-	2	GT102_e12	-
megahit-co__c009749_1	-	GT2(157-325)	GT2(157-335)	GT2+GT4	3	GT2	-
megahit-co__c009752_1	-	-	-	GH13_23	1	-	-
megahit-co__c009752_4	-	GT2(5-159)	GT2(5-171)	GT2	3	GT2	-
megahit-co__c009752_9	-	-	-	GT1	1	-	-
megahit-co__c009753_5	-	GH23(89-227)	GH23_e1046(90-228)	GH23	3	GH23_e1046	-
megahit-co__c009754_1	-	-	-	GH1	1	-	-
megahit-co__c009760_12	3.2.1.21:3	GH1(14-442)	GH1_e139(14-441)	GH1	3	GH1_e139	beta-glucan
megahit-co__c009760_9	-	GH3(163-383)	GH3_e356(163-382)	GH3	3	GH3_e356	-
megahit-co__c009762_8	-	GT4(285-441)	GT4_e3297(286-442)	GT4	3	GT4_e3297	-
megahit-co__c009767_1	-	-	-	GH0	1	-	-
megahit-co__c009772_8	-	CE3(71-245)	-	-	1	-	-
megahit-co__c009776_15	-	-	-	GH29	1	-	-
megahit-co__c009776_21	-	CE1(76-304)	-	-	1	-	-
megahit-co__c009778_2	-|-	-	CBM60_e11(52-168)+CBM60_e11(177-290)	-	1	-	xylan
megahit-co__c009778_4	-	-	-	GH78	1	-	-
megahit-co__c009797_1	-	GT119(30-224)	GT119_e127(32-224)	GT119	3	GT119_e127	peptidoglycan
megahit-co__c009800_11	-	GT2(45-269)	GT2(45-269)	GT2	3	GT2	-
megahit-co__c009800_2	2.4.1.1:9	GT35(272-653)	GT35_e7(126-659)	GT35	3	GT35_e7	-
megahit-co__c009801_2	-	-	GT2(9-167)	GT2	2	GT2	-
megahit-co__c009804_50	-	GT2(6-136)	GT2(6-137)	GT2	3	GT2	-
megahit-co__c009804_51	-	-	-	GT4	1	-	-
megahit-co__c009810_1	-	GH57_3(5-239)	GH57_e71(5-239)	GH57_3	3	GH57_3	-
megahit-co__c009810_2	-	GH15(9-145)	GH15_e12(1-144)	GH15	3	GH15_e12	-
megahit-co__c009821_6	3.2.1.51:3	GH29(9-343)	GH29_e81(11-343)	GH29	3	GH29_e81	host glycan
megahit-co__c009830_15	-	-	-	GH0	1	-	-
megahit-co__c009832_2	-	GH171(47-331)	GH171_e26(47-331)	AAM72205.1+GH171	3	GH171_e26	peptidoglycan
megahit-co__c009855_65	-|-	-	AA2_e20(51-166)+AA2_e20(436-714)	AA0	2	AA2_e20|AA2_e20	lignin
megahit-co__c009860_2	-	GT2(4-92)	GT2(4-92)	-	2	GT2	-
megahit-co__c009864_6	-	GT28(210-337)	GT1_e356(7-359)	GT1	3	GT1_e356	-
megahit-co__c009873_1	-	-	-	GH1	1	-	-
megahit-co__c009874_1	-	GT21(58-289)	GT21_e36(58-289)	GT21	3	GT21_e36	-
megahit-co__c009879_2	-	-	-	AA9	1	-	-
megahit-co__c009914_13	-	-	-	GT4	1	-	-
megahit-co__c009915_2	-	GH108(10-127)	GH108_e74(10-127)	GH108	3	GH108_e74	peptidoglycan
megahit-co__c009928_2	-	-	-	GH28	1	-	-
megahit-co__c009930_13	2.4.1.25:4;3.2.1.68:71|3.2.1.68:15	GH13_11(172-523)	CBM48_e3(16-113)+GH13_e48(171-523)	CBM48+GH13_11	3	CBM48_e3|GH13_11	alpha-glucan
megahit-co__c009936_24	-	GH108(9-99)	GH108_e40(9-99)	GH108	3	GH108_e40	peptidoglycan
megahit-co__c009936_6	3.2.1.111:5;3.2.1.-:5|-	GH29(57-374)	GH29_e124(56-371)+CBM32_e344(506-601)	GH29	3	GH29_e124|CBM32_e344	host glycan
megahit-co__c009966_24	-	-	-	GT1	1	-	-
megahit-co__c009973_26	-	-	-	CE8	1	-	-
megahit-co__c009973_59	-	-	-	GH5_11	1	-	-
megahit-co__c009992_2	-	CE1(45-264)	-	-	1	-	-
megahit-co__c010006_1	-	-	-	GT4	1	-	-
megahit-co__c010007_2	-|3.2.1.141:2	GH13_10(124-333)	CBM48_e189(9-106)+GH13_e258(124-335)	CBM48+GH13_10	3	CBM48_e189|GH13_10	alpha-glucan
megahit-co__c010014_1	-	-	-	GT31	1	-	-
megahit-co__c010022_2	-	GT4(172-299)	GT4_e907(175-310)	AAM72075.1+GT4	3	GT4_e907	-
megahit-co__c010022_3	2.4.1.230:11	GH65(333-718)	GH65_e4(333-717)	AAM72074.1+GH65	3	GH65_e4	alpha-glucan
megahit-co__c010032_1	-	-	-	GT1	1	-	-
megahit-co__c010047_2	-	-	-	GH2_6	1	-	-
megahit-co__c010082_110	-	-	-	CBM50	1	-	-
megahit-co__c010082_39	-	GT66(5-569)	GT66_e35(19-563)	GT66	3	GT66_e35	-
megahit-co__c010082_67	-	-	-	GT31	1	-	-
megahit-co__c010082_68	-	-	-	GT7	1	-	-
megahit-co__c010082_99	-	GT4(186-333)	GT4_e2864(188-332)	GT4	3	GT4_e2864	-
megahit-co__c010094_1	-	-	-	CE8	1	-	-
megahit-co__c010095_1	-	-	GT2(1-206)	GT2	2	GT2	-
megahit-co__c010095_2	-	-	-	GT1	1	-	-
megahit-co__c010095_3	-	-	GT1_e545(2-120)	-	1	-	-
megahit-co__c010096_1	-	-	GT2(10-54)	-	1	-	-
megahit-co__c010103_2	-	-	-	GH63	1	-	-
megahit-co__c010110_1	2.4.1.-:2;3.2.1.-:2	GH39(19-240)	GH39_e0(1-280)	GH39	3	GH39_e0	-;ulvan
megahit-co__c010132_5	-	-	CBM61_e25(440-565)	-	1	-	beta-galactan
megahit-co__c010148_7	-	-	-	CBM50	1	-	-
megahit-co__c010154_1	-	-	GT4_e2003(79-211)	GT4	2	GT4_e2003	-
megahit-co__c010154_3	-	-	-	GT4	1	-	-
megahit-co__c010165_1	3.2.1.21:2	GH3(113-343)	GH3_e161(114-343)	GH3	3	GH3_e161	beta-glucan
megahit-co__c010170_3	-	-	-	GH13_26	1	-	-
megahit-co__c010175_2	-	GH73(116-230)	GH73_e225(116-230)	GH73	3	GH73_e225	-
megahit-co__c010178_14	-	-	-	GT33	1	-	-
megahit-co__c010178_3	-	GH179(37-369)	GH179_e0(39-365)	-	2	GH179_e0	chitin
megahit-co__c010178_4	-	AA7(37-226)	-	-	1	-	-
megahit-co__c010208_2	-	-	-	GH1	1	-	-
megahit-co__c010218_1	-	GT51(66-240)	GT51_e280(66-240)	GT51	3	GT51_e280	-
megahit-co__c010220_2	-	GT4(179-326)	GT4_e461(182-320)	GT4	3	GT4_e461	-
megahit-co__c010222_1	-	-	-	CBM13	1	-	-
megahit-co__c010235_1	-	-	-	GH26	1	-	-
megahit-co__c010260_1	-	-	-	GH6	1	-	-
