	CCMD34381688ST-21-0	G78505	G88884	G88970	G89027	H2M514903	H3M518116	HD-1	HD-5	HV-6	LD-48	M1.48.ST	M2.48.ST	M2.58.ST	N021	S353	SID530054	SZAXPI003417-4	T2D-025	T2D-063	T2D-105	YSZC12003_36795
UniRef90_A0A2N5P294	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2N5P2T7	-1	-2	-1	-1	1	-2	-3	-1	-1	-1	1	-2	-3	-3	1	-1	-1	-1	-1	1	1	-1
UniRef90_A0A2N5P471	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2N5P473	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2N5P4B9	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2N5P4C5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2N5PDN2	1	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	1	1
UniRef90_A0A2N5PFP1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2N5PFP6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2N5PFQ7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2N5PFR0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2N5PFS5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2N5PFT4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2N5PFU4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2N5PJM6	1	1	-2	1	1	1	1	1	-2	1	1	1	1	1	-2	-2	-2	1	1	1	1	-2
UniRef90_A0A2N5PLB9	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2N5PLE1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2N5PLE4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2N5PLE6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2N5PLF1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2N5PV80	-3	-3	-3	1	-3	-3	-1	1	-2	-3	1	-3	-3	-3	1	-3	1	-1	-1	-3	-3	1
UniRef90_A0A2U2ECN6	-3	-3	-3	-3	-3	-3	-3	-2	1	-2	-2	-3	-3	-3	1	-3	1	1	-3	-2	-2	-2
UniRef90_A0A2U2ECP3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ECP4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ECP6	-2	-3	-3	-3	-3	-3	-1	-2	-2	-2	1	-3	-3	-3	-2	-3	-3	1	1	-3	-3	-3
UniRef90_A0A2U2ECP8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ECP9	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ECQ1	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ECQ3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ECQ4	1	-1	-1	-3	-1	1	-1	-1	1	1	-1	-2	-3	1	-1	-1	1	-1	-1	-2	1	-1
UniRef90_A0A2U2ECQ5	-2	-3	-2	-3	-3	1	1	1	1	1	1	-3	-2	-3	-3	-3	1	1	1	-2	1	1
UniRef90_A0A2U2ECQ8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ECQ9	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ECR2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ECT1	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	1	-3	-3	-3	-3	-3	-3	1	1	-3	1	-3
UniRef90_A0A2U2ECT3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	1	-3	-3	-3	-3	-3	-3	1	1	-3	1	-3
UniRef90_A0A2U2ECT4	-2	-3	-2	-3	-3	-3	-3	-2	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ECT8	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	1	-3	-3	-3	-3	-3	-3	1	1	-3	1	-3
UniRef90_A0A2U2ECU0	-3	-3	-3	-3	1	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1
UniRef90_A0A2U2ECU1	-3	-3	-3	-3	1	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-2
UniRef90_A0A2U2ECU2	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3	1	-3	-3	1	1	1	1	-3
UniRef90_A0A2U2ECU3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3	1	-3	-3	1	1	1	1	-3
UniRef90_A0A2U2ECV3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ECV5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ECV6	-3	-3	-3	-3	-3	-3	-2	1	1	-3	-3	-3	-3	-3	1	-3	-3	1	1	-3	-3	-3
UniRef90_A0A2U2ECV9	-3	-3	-3	-3	1	-3	-3	-3	1	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ECW0	-3	1	-3	-3	-3	-3	-3	-2	-3	-3	-2	-3	-3	-3	-2	-3	-3	-3	1	-3	-3	-3
UniRef90_A0A2U2ECW4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3
UniRef90_A0A2U2ECW5	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ECW9	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ECX1	-1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ED15	-1	-3	-2	-3	1	-3	-3	1	-3	1	-1	1	1	-3	-3	-3	-3	-2	-3	-3	1	-1
UniRef90_A0A2U2ED19	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ED23	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ED24	-3	1	-3	-3	1	1	1	-3	1	1	1	1	-3	1	1	-3	-3	1	1	1	1	-3
UniRef90_A0A2U2ED29	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ED32	1	-2	-2	-3	1	-2	1	1	-2	1	1	1	-2	-2	1	-3	-2	1	1	1	-2	-2
UniRef90_A0A2U2ED38	-3	-3	-3	1	-3	1	-3	1	-1	1	1	-3	-3	-3	1	-3	-1	1	-2	-2	1	1
UniRef90_A0A2U2ED43	1	-3	-2	1	-2	-1	1	1	-1	1	1	-3	-3	-3	-1	-2	-1	1	1	-2	1	-1
UniRef90_A0A2U2ED50	-3	-3	-3	1	-3	-2	-3	1	-1	-2	1	-3	-2	-3	1	-3	1	-2	-2	-2	1	1
UniRef90_A0A2U2ED55	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ED58	1	-3	-3	-2	-3	1	-1	-2	-2	-2	-2	-3	-3	-3	-2	-3	1	-3	-2	-3	-3	1
UniRef90_A0A2U2ED62	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ED63	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ED67	-3	-2	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ED68	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ED71	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ED72	-3	1	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ED74	-3	-3	-3	-3	-2	-2	1	-2	1	-2	-2	-3	-3	-2	1	-3	-3	-3	-3	-3	1	-3
UniRef90_A0A2U2ED79	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2ED93	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDA1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDA7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDC1	-3	-3	-3	-3	1	-3	-3	-3	1	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDC5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDC7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDC9	-3	1	1	-2	1	-1	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1	-1	1	1	1
UniRef90_A0A2U2EDD0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDD2	-3	1	-3	-3	-3	-3	1	-2	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDD3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDD9	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDE0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDE2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDE8	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDG0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDG8	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDH7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDI4	-2	-3	-2	1	-3	1	-3	1	-1	-2	1	-3	-2	-3	1	-2	-1	1	1	-2	1	1
UniRef90_A0A2U2EDI7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDJ0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDJ9	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDK9	-3	-3	-3	-3	-2	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDL1	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDL4	1	1	1	1	1	1	1	1	1	-2	-1	-2	-3	-2	-3	-2	1	-2	1	-3	1	1
UniRef90_A0A2U2EDL5	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDM1	-3	-3	-3	1	-3	1	-3	1	-1	1	1	-3	-3	-3	1	-3	-1	1	1	-2	1	1
UniRef90_A0A2U2EDP6	-3	-3	-3	-3	-2	1	-1	1	-2	-3	-3	-3	-3	-3	-3	-2	1	1	-3	-3	-2	1
UniRef90_A0A2U2EDQ6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDS0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDS1	-3	-2	1	-3	-2	1	1	-2	-1	-2	1	-3	-3	-3	1	-3	1	-2	-3	-3	-3	-3
UniRef90_A0A2U2EDS3	-3	-3	-3	-3	-3	1	-1	-2	-3	-3	-2	-3	-2	-3	-3	-3	-3	-3	1	-3	-3	-3
UniRef90_A0A2U2EDT9	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3
UniRef90_A0A2U2EDV4	-3	-3	-3	-3	-3	-3	1	1	1	1	1	-3	-3	-3	-3	-3	-3	1	-3	-3	1	-3
UniRef90_A0A2U2EDV7	1	1	-3	1	1	1	1	1	1	1	1	1	1	1	1	-3	-3	1	1	1	1	-3
UniRef90_A0A2U2EDW8	1	1	-3	1	1	1	1	1	1	1	1	1	1	1	1	-3	-3	1	1	1	1	-3
UniRef90_A0A2U2EDX5	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDX6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3
UniRef90_A0A2U2EDX8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3
UniRef90_A0A2U2EDY6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EDY7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3
UniRef90_A0A2U2EDZ0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3
UniRef90_A0A2U2EDZ1	-2	1	1	1	1	1	1	1	1	1	1	1	-2	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EE04	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EE06	-3	-3	-3	-3	1	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EE16	-3	-3	-3	-3	1	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EE19	-2	-2	-3	-3	-2	-1	-3	1	-2	-3	-2	-3	-3	-2	-2	-2	1	-3	-3	-3	-3	1
UniRef90_A0A2U2EE42	-3	-3	-3	-3	-3	-3	-3	1	1	1	-3	-3	-3	-3	-3	-3	-3	1	1	-3	-3	-3
UniRef90_A0A2U2EE48	-3	-3	-2	-3	-3	-3	-2	-3	-3	-3	-2	-3	-2	-3	-3	-3	-3	-3	-3	-3	1	-3
UniRef90_A0A2U2EE51	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EE58	-3	-3	-3	-2	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	1
UniRef90_A0A2U2EE71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EE88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EED4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EEF3	-3	-3	-3	-3	-3	-3	1	-2	-2	-2	1	-3	-3	-3	-2	-3	-3	-2	-3	-3	-3	-3
UniRef90_A0A2U2EEF4	-3	-3	-3	-3	1	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EEF5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EEG9	-3	-3	-3	1	-3	-3	-3	-1	-3	1	-3	-3	-3	-3	-3	-3	-2	-3	1	-3	-3	-3
UniRef90_A0A2U2EEJ0	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EEJ5	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EEK1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EEK3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EEK9	-3	-2	1	1	-3	-2	-1	-1	1	1	-1	-3	-3	-3	-2	-1	1	-3	-1	-3	-2	1
UniRef90_A0A2U2EEL1	-3	-3	1	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-2	-3	-3	-3
UniRef90_A0A2U2EEL4	-3	-3	-2	-3	-3	-3	-3	-3	-2	-1	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	1
UniRef90_A0A2U2EEM1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EEM2	-3	-3	-3	-3	-3	-3	1	-1	-3	1	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-2
UniRef90_A0A2U2EEM3	-1	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EEM4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EEM5	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EEM8	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EEN1	1	1	1	1	1	1	-2	1	1	1	1	1	1	1	-3	1	1	1	1	1	1	1
UniRef90_A0A2U2EEN8	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EEQ5	-3	-3	-2	-3	-3	-3	-2	1	-3	-3	-3	-3	-3	-3	1	-3	-3	-2	-3	-3	-3	-3
UniRef90_A0A2U2EES3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EET3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EEW3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EEX6	1	1	1	1	-3	-3	-2	1	-3	-2	-3	1	1	1	-3	-3	1	-3	-3	-3	-3	-3
UniRef90_A0A2U2EEZ2	-3	1	-3	-3	1	-3	-3	1	-3	-3	-3	1	1	-3	-3	-3	-3	-3	-3	-3	1	-3
UniRef90_A0A2U2EF02	-3	-3	-3	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EF33	-3	-2	-2	-3	1	-3	-1	1	1	1	1	1	-3	1	1	-2	-1	1	-3	-3	1	1
UniRef90_A0A2U2EF36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EF38	-3	1	-3	-3	1	-3	-3	1	-3	-3	-3	1	1	-3	-3	-3	-3	-3	-3	-3	1	-3
UniRef90_A0A2U2EF39	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EF54	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-1	-3	1
UniRef90_A0A2U2EF55	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-1	-3	1
UniRef90_A0A2U2EF61	-3	-3	-2	-3	-3	-3	-2	1	-3	-3	-3	-3	-3	-3	-1	-3	-3	1	-3	-3	-3	-3
UniRef90_A0A2U2EF77	-3	1	-3	-3	-3	-3	1	-3	1	1	-1	1	-3	-3	-2	-3	-3	1	1	1	-3	-3
UniRef90_A0A2U2EF79	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-2	-2	-3	-3	-3
UniRef90_A0A2U2EF81	1	1	-3	1	1	1	1	1	1	1	1	1	-3	-3	1	-2	1	1	1	1	-3	1
UniRef90_A0A2U2EF82	-3	-2	-3	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EFC3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EFC7	-3	-3	-3	-3	-3	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EFE8	-3	-3	-3	-3	-3	-2	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EFK8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UniRef90_A0A2U2EFM0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EFM4	-2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EFM6	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EFM7	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EFN0	-1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EFN2	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EFN3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EFN4	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EFN6	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3
UniRef90_A0A2U2EFP0	-3	-3	-3	-3	-3	1	-1	1	1	-2	1	-3	-3	1	-3	1	1	1	1	-3	-3	-3
